#           time             x_1             y_1             x_2                 y_2         theta_1         theta_2              y2         omega_2
    364.90000000     -1.08761260      4.67842153     -1.21915130      5.66973257    -27.69936783     72.38855204      0.00000000      0.00000000
    365.00000000     -1.12900036      4.65086589     -1.08960199      5.65008947    -27.67450628     72.21722246      0.00000000      0.00000000
    365.10000000     -1.17083781      4.62146194     -0.96089088      5.59917473    -27.64893722     72.04511035      0.00000000      0.00000000
    365.20000000     -1.21236551      4.59065077     -0.83666924      5.51739362    -27.62308172     71.87148307      0.00000000      0.00000000
    365.30000000     -1.25294106      4.55889021     -0.72064730      5.40544993    -27.59731714     71.69532326      0.00000000      0.00000000
    365.40000000     -1.29199836      4.52667620     -0.61676711      5.26428230    -27.57200236     71.51535285      0.00000000      0.00000000
    365.50000000     -1.32901746      4.49456100     -0.52944877      5.09513564    -27.54749766     71.33005431      0.00000000      0.00000000
    365.60000000     -1.36351780      4.46315386     -0.46388327      4.89979756    -27.52416968     71.13769925      0.00000000      0.00000000
    365.70000000     -1.39509237      4.43307965     -0.42632749      4.68106071    -27.50236666     70.93643037      0.00000000      0.00000000
    365.80000000     -1.42351665      4.40484887     -0.42426390      4.44350033    -27.48233562     70.72449580      0.00000000      0.00000000
    365.90000000     -1.44898586      4.37856446     -0.46605603      4.19458362    -27.46403542     70.50079980      0.00000000      0.00000000
    366.00000000     -1.47250929      4.35340918     -0.55939211      3.94571196    -27.44681502     70.26590396      0.00000000      0.00000000
    366.10000000     -1.49629671      4.32706299     -0.70794463      3.71183863    -27.42906680     70.02316419      0.00000000      0.00000000
    366.20000000     -1.52360634      4.29561712     -0.90757127      3.50789839    -27.40824181     69.77873769      0.00000000      0.00000000
    366.30000000     -1.55764287      4.25449140     -1.14598460      3.34315312    -27.38154921     69.53931130      0.00000000      0.00000000
    366.40000000     -1.60019306      4.19974254     -1.40745841      3.21849163    -27.34687776     69.30898667      0.00000000      0.00000000
    366.50000000     -1.65114246      4.12859584     -1.67816637      3.12896106    -27.30312015     69.08801118      0.00000000      0.00000000
    366.60000000     -1.70889386      4.03907737     -1.94806471      3.06809987    -27.24984852     68.87352655      0.00000000      0.00000000
    366.70000000     -1.77094350      3.92938642     -2.20977788      3.03081845    -27.18682566     68.66073732      0.00000000      0.00000000
    366.80000000     -1.83415623      3.79741516     -2.45627242      3.01449023    -27.11364469     68.44359564      0.00000000      0.00000000
    366.90000000     -1.89464723      3.64055591     -2.67792502      3.01888405    -27.02956044     68.21511739      0.00000000      0.00000000
    367.00000000     -1.94728302      3.45616755     -2.85873723      3.04476600    -26.93364668     67.96823329      0.00000000      0.00000000
    367.10000000     -1.98507296      3.24389619     -2.97305632      3.08933592    -26.82578995     67.69942441      0.00000000      0.00000000
    367.20000000     -1.99997177      3.01062636     -2.99185780      3.13775660    -26.70885076     67.41676686      0.00000000      0.00000000
    367.30000000     -1.98688439      2.77132902     -2.90689115      3.16323151    -26.58895148     67.14154346      0.00000000      0.00000000
    367.40000000     -1.94615377      2.53903850     -2.74109587      3.14572380    -26.47096585     66.89235786      0.00000000      0.00000000
    367.50000000     -1.88028454      2.31843559     -2.52599745      3.08201587    -26.35578878     66.67540228      0.00000000      0.00000000
    367.60000000     -1.79072334      2.10932053     -2.28489345      2.97868576    -26.24198389     66.49032570      0.00000000      0.00000000
    367.70000000     -1.67727018      1.91061267     -2.03200761      2.84557863    -26.12751376     66.33607895      0.00000000      0.00000000
    367.80000000     -1.53852109      1.72212956     -1.77543754      2.69365959    -26.01042425     66.21263644      0.00000000      0.00000000
    367.90000000     -1.37256900      1.54533359     -1.51932568      2.53450622    -25.88910950     66.12073437      0.00000000      0.00000000
    368.00000000     -1.17789371      1.38365647     -1.26525360      2.37983329    -25.76249633     66.06091711      0.00000000      0.00000000
    368.10000000     -0.95435195      1.24238447     -1.01340673      2.24063921    -25.63017966     66.03253488      0.00000000      0.00000000
    368.20000000     -0.70398606      1.12799476     -0.76368161      2.12621139    -25.49244078     66.03317678      0.00000000      0.00000000
    368.30000000     -0.43135198      1.04707003     -0.51654615      2.04343440    -25.35012529     66.05874329      0.00000000      0.00000000
    368.40000000     -0.14328127      1.00513898     -0.27343666      1.99663259    -25.20444329     66.10397143     -3.01106695      0.53139864
    368.50000000      0.15177686      1.00576737     -0.03669824      1.98784534    -25.05677977     66.16305492     -2.95198346      0.64039143
    368.60000000      0.44461185      1.05004608      0.19075121      2.01728688    -24.90856229     66.23011530      0.00000000      0.00000000
    368.70000000      0.72612906      1.13647200      0.40584925      2.08379499    -24.76118648     66.29947056      0.00000000      0.00000000
    368.80000000      0.98813696      1.26115402      0.60580803      2.18518031    -24.61597815     66.36576113      0.00000000      0.00000000
    368.90000000      1.22397577      1.41826573      0.78849196      2.31846229    -24.47416952     66.42402138      0.00000000      0.00000000
    369.00000000      1.42894355      1.60067148      0.95274568      2.48000962    -24.33687238     66.46977151      0.00000000      0.00000000
    369.10000000      1.60049125      1.80065528      1.09864724      2.66561342    -24.20503652     66.49917509      0.00000000      0.00000000
    369.20000000      1.73817134      2.01067679      1.22762648      2.87052791    -24.07939032     66.50926406      0.00000000      0.00000000
    369.30000000      1.84334428      2.22406065      1.34236589      3.08952045    -23.96037260     66.49817462      0.00000000      0.00000000
    369.40000000      1.91868377      2.43550678      1.44643530      3.31697225    -23.84808003     66.46528560      0.00000000      0.00000000
    369.50000000      1.96757484      2.64132289      1.54371185      3.54704922    -23.74225896     66.41115188      0.00000000      0.00000000
    369.60000000      1.99353763      2.83935223      1.63774615      3.77391759    -23.64235542     66.33720655      0.00000000      0.00000000
    369.70000000      1.99979448      3.02867092      1.73125565      3.99193978    -23.54760895     66.24532155      0.00000000      0.00000000
    369.80000000      1.98902972      3.20919074      1.82583303      4.19578430    -23.45715787     66.13737564      0.00000000      0.00000000
    369.90000000      1.96331920      3.38128431      1.92182843      4.38042319    -23.37012865     66.01494841      0.00000000      0.00000000
    370.00000000      1.92417488      3.54548237      2.01828957      4.54104373    -23.28570381     65.87919155      0.00000000      0.00000000
    370.10000000      1.87266584      3.70222692      2.11284516      4.67295546    -23.20318489     65.73089515      0.00000000      0.00000000
    370.20000000      1.80962125      3.85162841      2.20148908      4.77164993    -23.12208335     65.57078481      0.00000000      0.00000000
    370.30000000      1.73596393      3.99319143      2.27840967      4.83328228    -23.04227261     65.40010007      0.00000000      0.00000000
    370.40000000      1.65319083      4.12559321      2.33637008      4.85584393    -22.96417970     65.22133828      0.00000000      0.00000000
    370.50000000      1.56378955      4.24682085      2.36833426      4.84071294    -22.88884800     65.03853729      0.00000000      0.00000000
    370.60000000      1.47111785      4.35492151      2.36999351      4.79312527    -22.81763991     64.85624878      0.00000000      0.00000000
    370.70000000      1.37864027      4.44891374      2.34106692      4.72045553    -22.75169876     64.67764405      0.00000000      0.00000000
    370.80000000      1.28919724      4.52904234      2.28411648      4.62971855    -22.69164673     64.50349646      0.00000000      0.00000000
    370.90000000      1.20484780      4.59635265      2.20239578      4.52636667    -22.63768302     64.33260616      0.00000000      0.00000000
    371.00000000      1.12710951      4.65215743      2.09846377      4.41452138    -22.58983126     64.16271795      0.00000000      0.00000000
    371.10000000      1.05724795      4.69771222      1.97378137      4.29775412    -22.54812729     63.99117827      0.00000000      0.00000000
    371.20000000      0.99647181      4.73408303      1.82885309      4.17987964    -22.51271154     63.81524377      0.00000000      0.00000000
    371.30000000      0.94602041      4.76211390      1.66361865      4.06565660    -22.48385281     63.63220070      0.00000000      0.00000000
    371.40000000      0.90714669      4.78243791      1.47804756      3.96141891    -22.46191934     63.43945577      0.00000000      0.00000000
    371.50000000      0.88096930      4.79552028      1.27304417      3.87558697    -22.44728702     63.23473904      0.00000000      0.00000000
    371.60000000      0.86813807      4.80175922      1.05180069      3.81876988    -22.44015320     63.01656423      0.00000000      0.00000000
    371.70000000      0.86828242      4.80168966      0.82149354      3.80278486    -22.44023331     62.78504710      0.00000000      0.00000000
    371.80000000      0.87940079      4.79628902      0.59443917      3.83775010    -22.44641364     62.54288668      0.00000000      0.00000000
    371.90000000      0.89771064      4.78720889      0.38686786      3.92753473    -22.45663253     62.29568822      0.00000000      0.00000000
    372.00000000      0.91850610      4.77661097      0.21437499      4.06654099    -22.46830272     62.05065434      0.00000000      0.00000000
    372.10000000      0.93767319      4.76656984      0.08675378      4.24127359    -22.47912176     61.81411997      0.00000000      0.00000000
    372.20000000      0.95270610      4.75850820      0.00627700      4.43559650    -22.48765083     61.58986114      0.00000000      0.00000000
    372.30000000      0.96270900      4.75305202     -0.03033207      4.63528342    -22.49334794     61.37909929      0.00000000      0.00000000
    372.40000000      0.96785736      4.75021488     -0.02897298      4.82977163    -22.49628711     61.18141583      0.00000000      0.00000000
    372.50000000      0.96886871      4.74965523      0.00388564      5.01196739    -22.49686505     60.99563926      0.00000000      0.00000000
    372.60000000      0.96666817      4.75087197      0.06219928      5.17741156    -22.49560779     60.82039333      0.00000000      0.00000000
    372.70000000      0.96221912      4.75332096      0.14068235      5.32347649    -22.49306851     60.65436158      0.00000000      0.00000000
    372.80000000      0.95645022      4.75647459      0.23483948      5.44877361    -22.48978121     60.49638658      0.00000000      0.00000000
    372.90000000      0.95022878      4.75984808      0.34088985      5.55275795    -22.48624260     60.34548702      0.00000000      0.00000000
    373.00000000      0.94435265      4.76300825      0.45567263      5.63547133    -22.48290660     60.20083660      0.00000000      0.00000000
    373.10000000      0.93954729      4.76557381      0.57656568      5.69737012    -22.48018293     60.06172617      0.00000000      0.00000000
    373.20000000      0.93646252      4.76721191      0.70142328      5.73919780    -22.47843656     59.92751936      0.00000000      0.00000000
    373.30000000      0.93566800      4.76763271      0.82852642      5.76187648    -22.47798702     59.79760805      0.00000000      0.00000000
    373.40000000      0.93764927      4.76658253      0.95653465      5.76640419    -22.47910822     59.67137391      0.00000000      0.00000000
    373.50000000      0.94280723      4.76383517      1.08442828      5.75375612    -22.48203023     59.54816164      0.00000000      0.00000000
    373.60000000      0.95146376      4.75918069      1.21143438      5.72479722    -22.48694449     59.42726864      0.00000000      0.00000000
    373.70000000      0.96387441      4.75241152      1.33693683      5.68021776    -22.49401285     59.30795287      0.00000000      0.00000000
    373.80000000      0.98024716      4.74330591      1.46037789      5.62050286    -22.50338010     59.18945668      0.00000000      0.00000000
    373.90000000      1.00076399      4.73160949      1.58116337      5.54594146    -22.51518850     59.07104137      0.00000000      0.00000000
    374.00000000      1.02560114      4.71701552      1.69858442      5.45667322    -22.52959234     58.95202567      0.00000000      0.00000000
    374.10000000      1.05494379      4.69914496      1.81176661      5.35276505    -22.54677064     58.83182198      0.00000000      0.00000000
    374.20000000      1.08899167      4.67752709      1.91965288      5.23430529    -22.56693649     58.70996622      0.00000000      0.00000000
    374.30000000      1.12795322      4.65158153      2.02102222      5.10150126    -22.59034202     58.58613955      0.00000000      0.00000000
    374.40000000      1.17202699      4.62060258      2.11454175      4.95476711    -22.61727883     58.46018275      0.00000000      0.00000000
    374.50000000      1.22137003      4.58374722      2.19884681      4.79479017    -22.64807393     58.33210591      0.00000000      0.00000000
    374.60000000      1.27605373      4.54002821      2.27264159      4.62256684    -22.68308164     58.20209673      0.00000000      0.00000000
    374.70000000      1.33600834      4.48831506      2.33481134      4.43940120    -22.72267212     58.07053071      0.00000000      0.00000000
    374.80000000      1.40095812      4.42734591      2.38453605      4.24686194    -22.76721711     57.93798561      0.00000000      0.00000000
    374.90000000      1.47035033      4.35575437      2.42139330      4.04669570    -22.81707362     57.80526100      0.00000000      0.00000000
    375.00000000      1.54328310      4.27211528      2.44543595      3.84069874    -22.87256652     57.67340173      0.00000000      0.00000000
    375.10000000      1.61843928      4.17501247      2.45722826      3.63055582    -22.93397121     57.54372289      0.00000000      0.00000000
    375.20000000      1.69403555      4.06312913      2.45782532      3.41766403    -23.00149826     57.41783203      0.00000000      0.00000000
    375.30000000      1.76779712      3.93535734      2.44868618      3.20297078    -23.07528219     57.29764365      0.00000000      0.00000000
    375.40000000      1.83696718      3.79091818      2.43152332      2.98686408    -23.15537727     57.18538127      0.00000000      0.00000000
    375.50000000      1.89835641      3.62947832      2.40810746      2.76915636    -23.24176307     57.08356316      0.00000000      0.00000000
    375.60000000      1.94842946      3.45124565      2.38006236      2.54919630    -23.33436260     56.99496997      0.00000000      0.00000000
    375.70000000      1.98341557      3.25702657      2.34869008      2.32612672    -23.43307521     56.92259543      0.00000000      0.00000000
    375.80000000      1.99941828      3.04823423      2.31485443      2.09928743    -23.53782545     56.86958399      0.00000000      0.00000000
    375.90000000      1.99249092      2.82685285      2.27891467      1.86874981    -23.64862699     56.83915988      0.00000000      0.00000000
    376.00000000      1.95864531      2.59539085      2.24064280      1.63597571    -23.76565549     56.83454323      0.00000000      0.00000000
    376.10000000      1.89378540      2.35690059      2.19897822      1.40461001    -23.88931056     56.85880867      0.00000000      0.00000000
    376.20000000      1.79364084      2.11521046      2.15138039      1.18138906    -24.02021211     56.91451388      0.00000000      0.00000000
    376.30000000      1.65399455      1.87558814      2.09251374      0.97686631    -24.15899569     57.00261808      0.00000000      0.00000000
    376.40000000      1.47189780      1.64592582      2.01251683      0.80465829    -24.30567407     57.11984053      0.00000000      0.00000000
    376.50000000      1.24845662      1.43751606      1.89724780      0.67654957    -24.45859786     57.25466260      0.00000000      0.00000000
    376.60000000      0.99115483      1.26287246      1.73456555      0.59403728    -24.61424173     57.38682327      0.00000000      0.00000000
    376.70000000      0.71150311      1.13083887      1.52281559      0.54622612    -24.76902312     57.49506142      0.00000000      0.00000000
    376.80000000      0.42013756      1.04462678      1.27038844      0.51824913    -24.92109592     57.56512950      0.00000000      0.00000000
    376.90000000      0.12521451      1.00392352      0.98832268      0.49890441    -25.07009300     57.59005999      0.00000000      0.00000000
    377.00000000     -0.16634045      1.00692929      0.68491035      0.48217023    -25.21600764     57.56703204      0.00000000      0.00000000
    377.10000000     -0.44757730      1.05072461      0.36391823      0.46636598    -25.35844122     57.49537462      0.00000000      0.00000000
    377.20000000     -0.71123283      1.13073601      0.02481486      0.45380632    -25.49631474     57.37588085      0.00000000      0.00000000
    377.30000000     -0.95029341      1.24018682     -0.33566966      0.45136640    -25.62787198     57.21057665      0.00000000      0.00000000
    377.40000000     -1.15902425      1.37007277     -0.72065656      0.47127703    -25.75087115     57.00244952      0.00000000      0.00000000
    377.50000000     -1.33400938      1.50989296     -1.12910999      0.53110992    -25.86292248     56.75502868      0.00000000      0.00000000
    377.60000000     -1.47481467      1.64910338     -1.55138655      0.65203931    -25.96196507     56.47202086      0.00000000      0.00000000
    377.70000000     -1.58413736      1.77913603     -1.96534118      0.85464501    -26.04693169     56.15756967      0.00000000      0.00000000
    377.80000000     -1.66758670      1.89584666     -2.33497779      1.15113925    -26.11868474     55.81796777      0.00000000      0.00000000
    377.90000000     -1.73302556      2.00169022     -2.61696060      1.53408050    -26.18091436     55.46445614      0.00000000      0.00000000
    378.00000000     -1.78859526      2.10505475     -2.77949905      1.97048258    -26.23960032     55.11285312      0.00000000      0.00000000
    378.10000000     -1.83961595      2.21526237     -2.81951790      2.41474210    -26.30033204     54.77704449      0.00000000      0.00000000
    378.20000000     -1.88722592      2.33789856     -2.75792804      2.82970932    -26.36612069     54.46370325      0.00000000      0.00000000
    378.30000000     -1.92967561      2.47430804     -2.62328249      3.19466177    -26.43756684     54.17355927      0.00000000      0.00000000
    378.40000000     -1.96417410      2.62314444     -2.44155520      3.50184079    -26.51397655     53.90474697      0.00000000      0.00000000
    378.50000000     -1.98805154      2.78170872     -2.23321780      3.75118976    -26.59417404     53.65476630      0.00000000      0.00000000
    378.60000000     -1.99929090      2.94674674     -2.01337783      3.94664752    -26.67690778     53.42116251      0.00000000      0.00000000
    378.70000000     -1.99669536      3.11492447     -1.79271835      4.09390015    -26.76103146     53.20165647      0.00000000      0.00000000
    378.80000000     -1.97985816      3.28312838     -1.57853772      4.19906610    -26.84557890     52.99411710      0.00000000      0.00000000
    378.90000000     -1.94902904      3.44864886     -1.37570435      4.26797713    -26.92978730     52.79651717      0.00000000      0.00000000
    379.00000000     -1.90493802      3.60927098     -1.18746683      4.30585916    -27.01309326     52.60690988      0.00000000      0.00000000
    379.10000000     -1.84861739      3.76329138     -1.01609418      4.31728155    -27.09511365     52.42342828      0.00000000      0.00000000
    379.20000000     -1.78124797      3.90948098     -0.86334064      4.30627579    -27.17561837     52.24430114      0.00000000      0.00000000
    379.30000000     -1.70404328      4.04701314     -0.73074311      4.27654915    -27.25449891     52.06787973      0.00000000      0.00000000
    379.40000000     -1.61817663      4.17537414     -0.61976635      4.23173819    -27.33173473     51.89267271      0.00000000      0.00000000
    379.50000000     -1.52475086      4.29426999     -0.53180988      4.17566049    -27.40735797     51.71738940      0.00000000      0.00000000
    379.60000000     -1.42480705      4.40354012     -0.46808806      4.11252677    -27.48141665     51.54099293      0.00000000      0.00000000
    379.70000000     -1.31936628      4.50308770     -0.42939541      4.04707032    -27.55393681     51.36276375      0.00000000      0.00000000
    379.80000000     -1.20949385      4.59283541     -0.41578217      3.98454125    -27.62488582     51.18236917      0.00000000      0.00000000
    379.90000000     -1.09636915      4.67271477     -0.42619488      3.93051099    -27.69414183     50.99992602      0.00000000      0.00000000
    380.00000000     -0.98133629      4.74269306     -0.45817924      3.89045676    -27.76147750     50.81603365      0.00000000      0.00000000
    380.10000000     -0.86590725      4.80283239     -0.50777475      3.86916162    -27.82656702     50.63174942      0.00000000      0.00000000
    380.20000000     -0.75169809      4.85336180     -0.56971134      3.87006082    -27.88902106     50.44848903      0.00000000      0.00000000
    380.30000000     -0.64030240      4.89473292     -0.63792486      3.89473574    -27.94844480     50.26786000      0.00000000      0.00000000
    380.40000000     -0.53313535      4.92763241     -0.70627288      3.94273475    -28.00450380     50.09146802      0.00000000      0.00000000
    380.50000000     -0.43129624      4.95294228     -0.76924232      4.01177681    -28.05697837     49.92074873      0.00000000      0.00000000
    380.60000000     -0.33548779      4.97166121     -0.82245959      4.09824352    -28.10579319     49.75686314      0.00000000      0.00000000
    380.70000000     -0.24600350      4.98481291     -0.86291884      4.19778339    -28.15101985     49.60066517      0.00000000      0.00000000
    380.80000000     -0.16277006      4.99336547     -0.88895602      4.30586715    -28.19285874     49.45272459      0.00000000      0.00000000
    380.90000000     -0.08542094      4.99817498     -0.90005770      4.41820347    -28.23161042     49.31337985      0.00000000      0.00000000
    381.00000000     -0.01337840      4.99995525     -0.89659794      4.53099551    -28.26764463     49.18279874      0.00000000      0.00000000
    381.10000000      0.05407064      4.99926896     -0.87957147      4.64106175    -28.30137250     49.06103310      0.00000000      0.00000000
    381.20000000      0.11771199      4.99653297     -0.85035977      4.74585975    -28.33322391     48.94806174      0.00000000      0.00000000
    381.30000000      0.17835621      4.99203139     -0.81054386      4.84344927    -28.36363061     48.84382045      0.00000000      0.00000000
    381.40000000      0.23680381      4.98593151     -0.76176356      4.93242251    -28.39301419     48.74822070      0.00000000      0.00000000
    381.50000000      0.29382110      4.97829956     -0.70561693      5.01182004    -28.42177809     48.66115937      0.00000000      0.00000000
    381.60000000      0.35012400      4.96911482     -0.64359219      5.08104397    -28.45030262     48.58252195      0.00000000      0.00000000
    381.70000000      0.40636759      4.95828123     -0.57702458      5.13977463    -28.47894233     48.51218127      0.00000000      0.00000000
    381.80000000      0.46313954      4.94563660     -0.50707229      5.18789472    -28.50802489     48.44999350      0.00000000      0.00000000
    381.90000000      0.52095625      4.93095950     -0.43470661      5.22542258    -28.53785127     48.39579249      0.00000000      0.00000000
    382.00000000      0.58026050      4.91397433     -0.36071249      5.25245599    -28.56869682     48.34938330      0.00000000      0.00000000
    382.10000000      0.64142014      4.89435482     -0.28569690      5.26912675    -28.60081295     48.31053537      0.00000000      0.00000000
    382.20000000      0.70472715      4.87172638     -0.21010247      5.27556639    -28.63442935     48.27897564      0.00000000      0.00000000
    382.30000000      0.77039680      4.84566757     -0.13422509      5.27188258    -28.66975668     48.25438155      0.00000000      0.00000000
    382.40000000      0.83856665      4.81571087     -0.05823398      5.25814576    -28.70698964     48.23637419      0.00000000      0.00000000
    382.50000000      0.90929529      4.78134277      0.01780616      5.23438485    -28.74631045     48.22451138      0.00000000      0.00000000
    382.60000000      0.98256047      4.74200314      0.09391132      5.20059085    -28.78789287     48.21828084      0.00000000      0.00000000
    382.70000000      1.05825639      4.69708380      0.17015253      5.15672664    -28.83190670     48.21709314      0.00000000      0.00000000
    382.80000000      1.13618963      4.64592622      0.24662797      5.10274133    -28.87852285     48.22027452      0.00000000      0.00000000
    382.90000000      1.21607287      4.58781824      0.32343229      5.03858735    -28.92791884     48.22705937      0.00000000      0.00000000
    383.00000000      1.29751517      4.52199027      0.40062254      4.96423863    -28.98028456     48.23658218      0.00000000      0.00000000
    383.10000000      1.38000744      4.44761165      0.47818028      4.87970861    -29.03582807     48.24786941      0.00000000      0.00000000
    383.20000000      1.46290130      4.36378877      0.55596986      4.78506702    -29.09478079     48.25983185      0.00000000      0.00000000
    383.30000000      1.54537958      4.26956763      0.63369352      4.68045511    -29.15740151     48.27125883      0.00000000      0.00000000
    383.40000000      1.62641719      4.16394464      0.71084558      4.56609960    -29.22397826     48.28081681      0.00000000      0.00000000
    383.50000000      1.70473217      4.04589112      0.78666953      4.44232648    -29.29482716     48.28705534      0.00000000      0.00000000
    383.60000000      1.77872887      3.91439796      0.86012455      4.30957653    -29.37028703     48.28842389      0.00000000      0.00000000
    383.70000000      1.84643855      3.76854712      0.92987022      4.16842522    -29.45070937     48.28330228      0.00000000      0.00000000
    383.80000000      1.90546668      3.60761560      0.99428001      4.01960935    -29.53644338     48.27004506      0.00000000      0.00000000
    383.90000000      1.95296058      3.43121338      1.05149372      3.86406150    -29.62781712     48.24703631      0.00000000      0.00000000
    384.00000000      1.98561401      3.23945149      1.09951633      3.70295004    -29.72511658     48.21274672      0.00000000      0.00000000
    384.10000000      1.99972560      3.03312862      1.13636543      3.53771679    -29.82856514     48.16578125      0.00000000      0.00000000
    384.20000000      1.99132457      2.81391810      1.16026247      3.37009774    -29.93830592     48.10490441      0.00000000      0.00000000
    384.30000000      1.95637060      2.58453150      1.16985707      3.20210455    -30.05438832     48.02903289      0.00000000      0.00000000
    384.40000000      1.89102662      2.34883311      1.16446776      3.03593734    -30.17675894     47.93719022      0.00000000      0.00000000
    384.50000000      1.79199390      2.11187959      1.14431448      2.87379256    -30.30525532     47.82842455      0.00000000      0.00000000
    384.60000000      1.65689193      1.87986200      1.11070391      2.71752461    -30.43959930     47.70169651      0.00000000      0.00000000
    384.70000000      1.48466019      1.65993131      1.06609882      2.56811982    -30.57938527     47.55575049      0.00000000      0.00000000
    384.80000000      1.27595848      1.45989288      1.01395073      2.42495865    -30.72405531     47.38899185      0.00000000      0.00000000
    384.90000000      1.03354643      1.28775534      0.95810020      2.28490521    -30.87284896     47.19940779      0.00000000      0.00000000
    385.00000000      0.76262805      1.15110886      0.90147502      2.14142270    -31.02470924     46.98459279      0.00000000      0.00000000
    385.10000000      0.47113349      1.05628365      0.84384485      1.98423098    -31.17812485     46.74196060      0.00000000      0.00000000
    385.20000000      0.16984050      1.00722450      0.77874835      1.80046547    -31.33090389     46.46920677      0.00000000      0.00000000
    385.30000000     -0.12791627      1.00409484      0.69066276      1.57848875    -31.47992836     46.16495702      0.00000000      0.00000000
    385.40000000     -0.40733792      1.04192037      0.55476932      1.31459171    -31.62103051     45.82926197      0.00000000      0.00000000
    385.50000000     -0.65423609      1.11003303      0.34173958      1.02040897    -31.74917875     45.46334900      0.00000000      0.00000000
    385.60000000     -0.85749765      1.19315253      0.02722961      0.72704344    -31.85903393     45.06820569      0.00000000      0.00000000
    385.70000000     -1.01067935      1.27415897     -0.39757186      0.48415947    -31.94570209     44.64228530      0.00000000      0.00000000
    385.80000000     -1.11226729      1.33781425     -0.91597023      0.35726977    -32.00565292     44.17987722      0.00000000      0.00000000
    385.90000000     -1.16734697      1.37602308     -1.46925229      0.42268516    -32.03917197     43.67560655      0.00000000      0.00000000
    386.00000000     -1.19603326      1.39703261     -1.93862627      0.72728966    -32.05695073     43.14536341      0.00000000      0.00000000
    386.10000000     -1.23264293      1.42501066     -2.20843993      1.20633235    -32.07998946     42.63196062      0.00000000      0.00000000
    386.20000000     -1.29814719      1.47854876     -2.26629375      1.72893292    -32.12229255     42.15842379      0.00000000      0.00000000
    386.30000000     -1.39258482      1.56448353     -2.16199666      2.20323655    -32.18614549     41.71862435      0.00000000      0.00000000
    386.40000000     -1.50711742      1.68523878     -1.95110632      2.58127106    -32.26938542     41.30075002      0.00000000      0.00000000
    386.50000000     -1.63013170      1.84126334     -1.68505568      2.83975388    -32.36876938     40.89565614      0.00000000      0.00000000
    386.60000000     -1.74928447      2.03046204     -1.41232359      2.97198069    -32.48062384     40.49701737      0.00000000      0.00000000
    386.70000000     -1.85297020      2.24733711     -1.17849263      2.98563245    -32.60088941     40.10044763      0.00000000      0.00000000
    386.80000000     -1.93189790      2.48253455     -1.02434004      2.90246159    -32.72501284     39.70327310      0.00000000      0.00000000
    386.90000000     -1.98072580      2.72300670     -0.98134571      2.75821223    -32.84777959     39.30512097      0.00000000      0.00000000
    387.00000000     -1.99945558      2.95333772     -1.06409572      2.59964021    -32.96338961     38.90838697      0.00000000      0.00000000
    387.10000000     -1.99369487      3.15868451     -1.26389941      2.47501896    -33.06614860     38.51713456      0.00000000      0.00000000
    387.20000000     -1.97290454      3.32809708     -1.55107325      2.42142273    -33.15151627     38.13457600      0.00000000      0.00000000
    387.30000000     -1.94733936      3.45592700     -1.88548143      2.45784204    -33.21670846     37.76100929      0.00000000      0.00000000
    387.40000000     -1.92550199      3.54077914     -2.22667486      2.58720958    -33.26052051     37.39318945      0.00000000      0.00000000
    387.50000000     -1.91301205      3.58342514     -2.53753494      2.80241863    -33.28273966     37.02459136      0.00000000      0.00000000
    387.60000000     -1.91243016      3.58532973     -2.78128549      3.09026366    -33.28373540     36.64622639      0.00000000      0.00000000
    387.70000000     -1.92303069      3.54950249     -2.91566191      3.42832805    -33.26505384     36.24978847      0.00000000      0.00000000
    387.80000000     -1.94011735      3.48574137     -2.89801923      3.77283714    -33.23204691     35.83712193      0.00000000      0.00000000
    387.90000000     -1.95660140      3.41438021     -2.72050942      4.05970535    -33.19542473     35.42686669      0.00000000      0.00000000
    388.00000000     -1.96824158      3.35500012     -2.42846706      4.24280218    -33.16516845     35.03576835      0.00000000      0.00000000
    388.10000000     -1.97483507      3.31626955     -2.07995759      4.31072883    -33.14552424     34.66283629      0.00000000      0.00000000
    388.20000000     -1.97733313      3.30025602     -1.72004233      4.26659004    -33.13742061     34.29730162      0.00000000      0.00000000
    388.30000000     -1.97622067      3.30749289     -1.38643297      4.11505123    -33.14108155     33.92672328      0.00000000      0.00000000
    388.40000000     -1.97126913      3.33778401     -1.12042774      3.86320663    -33.15642828     33.53993461      0.00000000      0.00000000
    388.50000000     -1.96208295      3.38759579     -0.97243506      3.53111251    -33.18175483     33.13073687      0.00000000      0.00000000
    388.60000000     -1.94986075      3.44502028     -0.98924426      3.16714270    -33.21111127     32.70513890      0.00000000      0.00000000
    388.70000000     -1.93919565      3.48940805     -1.17687401      2.84220969    -33.23393729     32.28281932      0.00000000      0.00000000
    388.80000000     -1.93592891      3.50217454     -1.48731208      2.60845034    -33.24052621     31.88114362      0.00000000      0.00000000
    388.90000000     -1.94283234      3.47476574     -1.85721989      2.47843723    -33.22639368     31.50164391      0.00000000      0.00000000
    389.00000000     -1.95856565      3.40499456     -2.23721653      2.44460209    -33.19063022     31.13353747      0.00000000      0.00000000
    389.10000000     -1.97863277      3.29156879     -2.58831992      2.49892664    -33.13302865     30.76026070      0.00000000      0.00000000
    389.20000000     -1.99557468      3.13297253     -2.86414459      2.63740587    -33.05325821     30.36361732      0.00000000      0.00000000
