#           time             x_1             y_1             x_2                 y_2         theta_1         theta_2              y2         omega_2
     79.80000000      1.15985576      4.62933563      2.03575940      5.11182172     27.65569372    140.30436389      0.00000000      0.00000000
     79.90000000      1.07186359      4.68852256      2.00203639      5.05564457     27.70872284    140.17678617      0.00000000      0.00000000
     80.00000000      0.98760577      4.73914773      1.95692621      4.98494825     27.75787626    140.04921854      0.00000000      0.00000000
     80.10000000      0.90782675      4.78209163      1.90068156      4.90142025     27.80318154    139.92048672      0.00000000      0.00000000
     80.20000000      0.83318598      4.81818622      1.83311816      4.80653976     27.84463950    139.78922636      0.00000000      0.00000000
     80.30000000      0.76434363      4.84818257      1.75357511      4.70182314     27.88218851    139.65398602      0.00000000      0.00000000
     80.40000000      0.70201841      4.87274402      1.66094401      4.58908633     27.91568522    139.51326675      0.00000000      0.00000000
     80.50000000      0.64701923      4.89244976      1.55374430      4.47072752     27.94489766    139.36552919      0.00000000      0.00000000
     80.60000000      0.60024930      4.90779998      1.43025759      4.35004893     27.96951056    139.20919931      0.00000000      0.00000000
     80.70000000      0.56267089      4.91921897      1.28876999      4.23162891     27.98914840    139.04270829      0.00000000      0.00000000
     80.80000000      0.53520498      4.92705880      1.12801167      4.12171401     28.00342997    138.86461622      0.00000000      0.00000000
     80.90000000      0.51852406      4.93161404      0.94791117      4.02849350     28.01207585    138.67389078      0.00000000      0.00000000
     81.00000000      0.51269989      4.93316808      0.75072852      3.96190994     28.01508982    138.47041239      0.00000000      0.00000000
     81.10000000      0.51674041      4.93209196      0.54233443      3.93241954     28.01299914    138.25567357      0.00000000      0.00000000
     81.20000000      0.52824473      4.92897836      0.33276965      3.94826969     28.00704002    138.03333490      0.00000000      0.00000000
     81.30000000      0.54359324      4.92470943      0.13482520      4.01207112     27.99907444    137.80897300      0.00000000      0.00000000
     81.40000000      0.55885197      4.92033447     -0.03945005      4.11906379     27.99113765    137.58869645      0.00000000      0.00000000
     81.50000000      0.57087900      4.91679346     -0.18215188      4.25880828     27.98486891    137.37742044      0.00000000      0.00000000
     81.60000000      0.57789124      4.91469102     -0.29056676      4.41892828     27.98120858    137.17799332      0.00000000      0.00000000
     81.70000000      0.57935011      4.91425010     -0.36600139      4.58819713     27.98044656    136.99140578      0.00000000      0.00000000
     81.80000000      0.57554094      4.91539882     -0.41197260      4.75786471     27.98243587    136.81747351      0.00000000      0.00000000
     81.90000000      0.56718038      4.91789114     -0.43281231      4.92171472     27.98679794    136.65545684      0.00000000      0.00000000
     82.00000000      0.55515930      4.92140525     -0.43287886      5.07561484     27.99306005    136.50445301      0.00000000      0.00000000
     82.10000000      0.54040269      4.92560768     -0.41620044      5.21700165     28.00073173    136.36359671      0.00000000      0.00000000
     82.20000000      0.52380178      4.93018955     -0.38635310      5.34445770     28.00934257    136.23214187      0.00000000      0.00000000
     82.30000000      0.50618367      4.93488452     -0.34644483      5.45740211     28.01845907    136.10947940      0.00000000      0.00000000
     82.40000000      0.48829816      4.93947542     -0.29913807      5.55587155     28.02769176    135.99512268      0.00000000      0.00000000
     82.50000000      0.47081100      4.94379449     -0.24668029      5.64036196     28.03669811    135.88867818      0.00000000      0.00000000
     82.60000000      0.45429978      4.94771962     -0.19093191      5.71170657     28.04518381    135.78981062      0.00000000      0.00000000
     82.70000000      0.43925108      4.95116849     -0.13339092      5.77097405     28.05290326    135.69820906      0.00000000      0.00000000
     82.80000000      0.42605982      4.95409136     -0.07521730      5.81937816     28.05965887    135.61355820      0.00000000      0.00000000
     82.90000000      0.41503183      4.95646328     -0.01726098      5.85819657     28.06529897    135.53551801      0.00000000      0.00000000
     83.00000000      0.40639013      4.95827655      0.03990460      5.88870031     28.06971392    135.46371302      0.00000000      0.00000000
     83.10000000      0.40028481      4.95953364      0.09594356      5.91209671     28.07283062    135.39773090      0.00000000      0.00000000
     83.20000000      0.39680552      4.96024115      0.15071534      5.92948809     28.07460587    135.33712841      0.00000000      0.00000000
     83.30000000      0.39599507      4.96040503      0.20423242      5.94184637     28.07501929    135.28144192      0.00000000      0.00000000
     83.40000000      0.39786296      4.96002680      0.25662103      5.95000191     28.07406639    135.23019992      0.00000000      0.00000000
     83.50000000      0.40239746      4.95910089      0.30808685      5.95464371     28.07175236    135.18293508      0.00000000      0.00000000
     83.60000000      0.40957592      4.95761272      0.35888705      5.95632722     28.06808681    135.13919470      0.00000000      0.00000000
     83.70000000      0.41937287      4.95553737      0.40930845      5.95548672     28.06307963    135.09854869      0.00000000      0.00000000
     83.80000000      0.43176607      4.95283846      0.45965136      5.95244959     28.05673778    135.06059520      0.00000000      0.00000000
     83.90000000      0.44674079      4.94946728      0.51021818      5.94745055     28.04906301    135.02496400      0.00000000      0.00000000
     84.00000000      0.46429257      4.94536177      0.56130560      5.94064488     28.04005021    134.99131826      0.00000000      0.00000000
     84.10000000      0.48442883      4.94044549      0.61319945      5.93211990     28.02968630    134.95935493      0.00000000      0.00000000
     84.20000000      0.50716957      4.93462633      0.66617152      5.92190460     28.01794950    134.92880444      0.00000000      0.00000000
     84.30000000      0.53254734      4.92779494      0.72047754      5.90997733     28.00480883    134.89942973      0.00000000      0.00000000
     84.40000000      0.56060668      4.91982295      0.77635581      5.89627177     27.99022378    134.87102514      0.00000000      0.00000000
     84.50000000      0.59140301      4.91056078      0.83402622      5.88068138     27.97414410    134.84341516      0.00000000      0.00000000
     84.60000000      0.62500109      4.89983516      0.89368927      5.86306237     27.95650960    134.81645323      0.00000000      0.00000000
     84.70000000      0.66147298      4.88744629      0.95552493      5.84323573     27.93725001    134.79002063      0.00000000      0.00000000
     84.80000000      0.70089537      4.87316462      1.01969118      5.82098803     27.91628482    134.76402537      0.00000000      0.00000000
     84.90000000      0.74334637      4.85672728      1.08632204      5.79607156     27.89352322    134.73840121      0.00000000      0.00000000
     85.00000000      0.78890129      4.83783426      1.15552510      5.76820353     27.86886394    134.71310657      0.00000000      0.00000000
     85.10000000      0.83762759      4.81614427      1.22737835      5.73706465     27.84219524    134.68812318      0.00000000      0.00000000
     85.20000000      0.88957845      4.79127055      1.30192632      5.70229702     27.81339497    134.66345437      0.00000000      0.00000000
     85.30000000      0.94478487      4.76277666      1.37917535      5.66350132     27.78233068    134.63912264      0.00000000      0.00000000
     85.40000000      1.00324600      4.73017267      1.45908802      5.62023337     27.74886001    134.61516609      0.00000000      0.00000000
     85.50000000      1.06491726      4.69291206      1.54157668      5.57200010     27.71283135    134.59163337      0.00000000      0.00000000
     85.60000000      1.12969609      4.65038987      1.62649605      5.51825495     27.67408478    134.56857649      0.00000000      0.00000000
     85.70000000      1.19740502      4.60194295      1.71363509      5.45839290     27.63245365    134.54604083      0.00000000      0.00000000
     85.80000000      1.26777187      4.54685309      1.80270821      5.39174546     27.58776664    134.52405171      0.00000000      0.00000000
     85.90000000      1.34040742      4.48435439      1.89334642      5.31757612     27.53985065    134.50259670      0.00000000      0.00000000
     86.00000000      1.41478080      4.41364610      1.98508878      5.23507705     27.48853454    134.48160337      0.00000000      0.00000000
     86.10000000      1.49019384      4.33391241      2.07737494      5.14336800     27.43365374    134.46091214      0.00000000      0.00000000
     86.20000000      1.56575603      4.24435046      2.16953968      5.04149869     27.37505570    134.44024499      0.00000000      0.00000000
     86.30000000      1.64036257      4.14420743      2.26080964      4.92845575     27.31260606    134.41917146      0.00000000      0.00000000
     86.40000000      1.71267872      4.03282700      2.35030237      4.80317503     27.24619502    134.39707456      0.00000000      0.00000000
     86.50000000      1.78113397      3.90970423      2.43702600      4.66455894     27.17574370    134.37312036      0.00000000      0.00000000
     86.60000000      1.84392967      3.77454721      2.51987642      4.51149767     27.10121015    134.34623546      0.00000000      0.00000000
     86.70000000      1.89906313      3.62734298      2.59762630      4.34289137     27.02259476    134.31509660      0.00000000      0.00000000
     86.80000000      1.94437094      3.46842464      2.66889844      4.15767054     26.93994583    134.27813550      0.00000000      0.00000000
     86.90000000      1.97759347      3.29853657      2.73211398      3.95481304     26.85336578    134.23356091      0.00000000      0.00000000
     87.00000000      1.99646295      3.11889354      2.78540530      3.73336077     26.76301940    134.17939826      0.00000000      0.00000000
     87.10000000      1.99881724      2.93122761      2.82648398      3.49244750     26.66914458    134.11354673      0.00000000      0.00000000
     87.20000000      1.98273996      2.73781258      2.85245777      3.23136192     26.57206543    134.03385384      0.00000000      0.00000000
     87.30000000      1.94672353      2.54145067      2.85960008      2.94968640     26.47220512    133.93820836      0.00000000      0.00000000
     87.40000000      1.88984144      2.34540139      2.84309612      2.64756942     26.37009352    133.82465395      0.00000000      0.00000000
     87.50000000      1.81190103      2.15323281      2.79682871      2.32619944     26.26636063    133.69152867      0.00000000      0.00000000
     87.60000000      1.71352850      1.96858345      2.71332945      1.98853484     26.16170343    133.53764049      0.00000000      0.00000000
     87.70000000      1.59612096      1.79484529      2.58410315      1.64027751     26.05681085    133.36249781      0.00000000      0.00000000
     87.80000000      1.46159905      1.63481569      2.40060551      1.29091618     25.95223375    133.16662122      0.00000000      0.00000000
     87.90000000      1.31193084      1.49041811      2.15612249      0.95437665     25.84820219    132.95194683      0.00000000      0.00000000
     88.00000000      1.14850583      1.36264410      1.84847787      0.64847384     25.74443253    132.72224979      0.00000000      0.00000000
     88.10000000      0.97161922      1.25187069      1.48271315      0.39234582     25.64003042    132.48334847      0.00000000      0.00000000
     88.20000000      0.78045973      1.15856507      1.07201273      0.20201039     25.53362247    132.24274142      0.00000000      0.00000000
     88.30000000      0.57382114      1.08408526      0.63546786      0.08598723     25.42374149    132.00857728      0.00000000      0.00000000
     88.40000000      0.35125462      1.03108654      0.19342148      0.04362075     25.30928417    131.78839555      0.00000000      0.00000000
     88.50000000      0.11404027      1.00325394     -0.23696155      0.06687917     25.18979231    131.58825067      0.00000000      0.00000000
     88.60000000     -0.13444773      1.00452417     -0.64384465      0.14399248     25.06546663    131.41240764      0.00000000      0.00000000
     88.70000000     -0.38898343      1.03819168     -1.02050533      0.26283363     24.93700198    131.26337698      0.00000000      0.00000000
     88.80000000     -0.64309649      1.10621361     -1.36383566      0.41300725     24.80537712    131.14202341      0.00000000      0.00000000
     88.90000000     -0.88978328      1.20883119     -1.67264617      0.58663694     24.67168797    131.04763757      0.00000000      0.00000000
     89.00000000     -1.12214778      1.34446856     -1.94642007      0.77827496     24.53705866    130.97797572      0.00000000      0.00000000
     89.10000000     -1.33391533      1.50980877     -2.18474689      0.98437023     24.40262309    130.92932558      0.00000000      0.00000000
     89.20000000     -1.51985486      1.69998415     -2.38737685      1.20258532     24.26953977    130.89669292      0.00000000      0.00000000
     89.30000000     -1.67615991      1.90890516     -2.55464009      1.43112637     24.13898706    130.87421963      0.00000000      0.00000000
     89.40000000     -1.80075775      2.12978651     -2.68785739      1.66820853     24.01210173    130.85586831      0.00000000      0.00000000
     89.50000000     -1.89342272      2.35583356     -2.78941786      1.91176970     23.88987405    130.83622431      0.00000000      0.00000000
     89.60000000     -1.95559715      2.58090599     -2.86245408      2.15946738     23.77305656    130.81112623      0.00000000      0.00000000
     89.70000000     -1.98997049      2.79995636     -2.91032098      2.40886179     23.66213425    130.77791572      0.00000000      0.00000000
     89.80000000     -1.99997894      3.00917845     -2.93614704      2.65762576     23.55735566    130.73532427      0.00000000      0.00000000
     89.90000000     -1.98936894      3.20593983     -2.94259270      2.90367429     23.45879215    130.68316360      0.00000000      0.00000000
     90.00000000     -1.96188188      3.38861227     -2.93180391      3.14519647     23.36639485    130.62198115      0.00000000      0.00000000
     90.10000000     -1.92105234      3.55637929     -2.90548645      3.38062525     23.28003606    130.55276680      0.00000000      0.00000000
     90.20000000     -1.87009054      3.70905667     -2.86503077      3.60858811     23.19953531    130.47673348      0.00000000      0.00000000
     90.30000000     -1.81182222      3.84693579     -2.81164041      3.82786769     23.12467492    130.39516439      0.00000000      0.00000000
     90.40000000     -1.74866772      3.97064989     -2.74643851      4.03738410     23.05521012    130.30931128      0.00000000      0.00000000
     90.50000000     -1.68264855      4.08106144     -2.67054158      4.23619804     22.99087710    130.22032940      0.00000000      0.00000000
     90.60000000     -1.61541320      4.17916928     -2.58509834      4.42352708     22.93140041    130.12923776      0.00000000      0.00000000
     90.70000000     -1.54827548      4.26603437     -2.49129721      4.59876551     22.87650039    130.03689686      0.00000000      0.00000000
     90.80000000     -1.48225996      4.34272313     -2.39034956      4.76149907     22.82590049    129.94399817      0.00000000      0.00000000
     90.90000000     -1.41814967      4.41026647     -2.28345683      4.91150845     22.77933388    129.85106164      0.00000000      0.00000000
     91.00000000     -1.35653240      4.46963255     -2.17177028      5.04875879     22.73654913    129.75843863      0.00000000      0.00000000
     91.10000000     -1.29784287      4.52171085     -2.05635052      5.17337497     22.69731458    129.66631880      0.00000000      0.00000000
     91.20000000     -1.24239902      4.56730491     -1.93813280      5.28560464     22.66142102    129.57473974      0.00000000      0.00000000
     91.30000000     -1.19043169      4.60713173     -1.81790196      5.38577225     22.62868280    129.48359884      0.00000000      0.00000000
     91.40000000     -1.14210726      4.64182551     -1.69627942      5.47422759     22.59893735    129.39266691      0.00000000      0.00000000
     91.50000000     -1.09754367      4.67194434     -1.57372300      5.55129254     22.57204296    129.30160348      0.00000000      0.00000000
     91.60000000     -1.05682003      4.69797863     -1.45053997      5.61720908     22.54787525    129.20997370      0.00000000      0.00000000
     91.70000000     -1.01998059      4.72036031     -1.32691278      5.67209170     22.52632209    129.11726674      0.00000000      0.00000000
     91.80000000     -0.98703363      4.73947251     -1.20293713      5.71588721     22.50727725    129.02291586      0.00000000      0.00000000
     91.90000000     -0.95794592      4.75565931     -1.07867147      5.74834523     22.49063294    128.92631954      0.00000000      0.00000000
     92.00000000     -0.93263391      4.76923543     -0.95419641      5.76900293     22.47627133    128.82686297      0.00000000      0.00000000
     92.10000000     -0.91095284      4.78049570     -0.82968168      5.77718773     22.46405587    128.72393791      0.00000000      0.00000000
     92.20000000     -0.89268531      4.78972426     -0.70545687      5.77204067     22.45382268    128.61695887      0.00000000      0.00000000
     92.30000000     -0.87753106      4.79720317     -0.58208111      5.75256139     22.44537302    128.50537234      0.00000000      0.00000000
     92.40000000     -0.86509933      4.80322022     -0.46040740      5.71767330     22.43846734    128.38865689      0.00000000      0.00000000
     92.50000000     -0.85490447      4.80807587     -0.34163812      5.66630524     22.43282126    128.26631241      0.00000000      0.00000000
     92.60000000     -0.84636472      4.81208906     -0.22737178      5.59748561     22.42810339    128.13783898      0.00000000      0.00000000
     92.70000000     -0.83880304      4.81560168     -0.11964375      5.51044693     22.42393453    128.00270716      0.00000000      0.00000000
     92.80000000     -0.83144869      4.81898133     -0.02096605      5.40474398     22.41988766    127.86032319      0.00000000      0.00000000
     92.90000000     -0.82343893      4.82262128      0.06562914      5.28039628     22.41548864    127.70999344      0.00000000      0.00000000
     93.00000000     -0.81382210      4.82693557      0.13654216      5.13807503     22.41021852    127.55089424      0.00000000      0.00000000
     93.10000000     -0.80156709      4.83234555      0.18756652      4.97936492     22.40352050    127.38205670      0.00000000      0.00000000
     93.20000000     -0.78559131      4.83925156      0.21389296      4.80713920     22.39481819    127.20238459      0.00000000      0.00000000
     93.30000000     -0.76483091      4.84798097      0.21023860      4.62608134     22.38355762    127.01074023      0.00000000      0.00000000
     93.40000000     -0.73839462      4.85870207      0.17126070      4.44333813     22.36929374    126.80615962      0.00000000      0.00000000
     93.50000000     -0.70585665      4.87130072      0.09250894      4.26912767     22.35184756    126.58828227      0.00000000      0.00000000
     93.60000000     -0.66771760      4.88524619     -0.02784106      4.11676847     22.33154288    126.35804375      0.00000000      0.00000000
     93.70000000     -0.62591406      4.89953457     -0.18668073      4.00116155     22.30945344    126.11845124      0.00000000      0.00000000
     93.80000000     -0.58397644      4.91284383     -0.37442395      3.93504643     22.28745356    125.87482341      0.00000000      0.00000000
     93.90000000     -0.54637223      4.92392240     -0.57628780      3.92436997     22.26785216    125.63378611      0.00000000      0.00000000
     94.00000000     -0.51720343      4.93196807     -0.77658990      3.96619446     22.25272297    125.40131927      0.00000000      0.00000000
     94.10000000     -0.49915652      4.93670926     -0.96310948      4.05084943     22.24339328    125.18125384      0.00000000      0.00000000
     94.20000000     -0.49330196      4.93820876     -1.12878625      4.16609496     22.24037151    124.97507055      0.00000000      0.00000000
     94.30000000     -0.49950650      4.93661903     -1.27097327      4.30034941     22.24357400    124.78256293      0.00000000      0.00000000
     94.40000000     -0.51696659      4.93203146     -1.38985659      4.44411440     22.25260039    124.60261171      0.00000000      0.00000000
     94.50000000     -0.54460754      4.92442267     -1.48709037      4.59016808     22.26693505    124.43372404      0.00000000      0.00000000
     94.60000000     -0.58131711      4.91365368     -1.56490665      4.73323302     22.28606361    124.27432394      0.00000000      0.00000000
     94.70000000     -0.62606042      4.89948634     -1.62561139      4.86952200     22.30953050    124.12287864      0.00000000      0.00000000
     94.80000000     -0.67792483      4.88159983     -1.67132276      4.99631928     22.33696238    123.97793724      0.00000000      0.00000000
     94.90000000     -0.73612574      4.85960181     -1.70384482      5.11163312     22.36807335    123.83813106      0.00000000      0.00000000
     95.00000000     -0.79998899      4.83303508     -1.72461525      5.21391076     22.40265941    123.70216664      0.00000000      0.00000000
     95.10000000     -0.86891497      4.80138468     -1.73470163      5.30179798     22.44058444    123.56883374      0.00000000      0.00000000
     95.20000000     -0.94232535      4.76409267     -1.73484694      5.37393652     22.48175705    123.43704627      0.00000000      0.00000000
     95.30000000     -1.01959494      4.72058890     -1.72557961      5.42881601     22.52609793    123.30592601      0.00000000      0.00000000
     95.40000000     -1.09998236      4.67034093     -1.70739765      5.46472538     22.57350225    123.17491630      0.00000000      0.00000000
     95.50000000     -1.18258754      4.61291249     -1.68099729      5.47985408     22.62381074    123.04387697      0.00000000      0.00000000
     95.60000000     -1.26636704      4.54800340     -1.64745958      5.47254030     22.67680797    122.91309122      0.00000000      0.00000000
     95.70000000     -1.35021008      4.47544324     -1.60829451      5.44156560     22.73225565    122.78315243      0.00000000      0.00000000
     95.80000000     -1.43303628      4.39513692     -1.56531715      5.38634919     22.78994659    122.65478321      0.00000000      0.00000000
     95.90000000     -1.51386200      4.30698962     -1.52043327      5.30696803     22.84975254    122.52868482      0.00000000      0.00000000
     96.00000000     -1.59181052      4.21084238     -1.47543910      5.20404814     22.91164995    122.40547780      0.00000000      0.00000000
     96.10000000     -1.66607611      4.10643138     -1.43188561      5.07862210     22.97572540    122.28572766      0.00000000      0.00000000
     96.20000000     -1.73586316      3.99336754     -1.39099680      4.93201934     23.04217116    122.17001708      0.00000000      0.00000000
     96.30000000     -1.80031475      3.87112961     -1.35360601      4.76580905     23.11127927    122.05903024      0.00000000      0.00000000
     96.40000000     -1.85843396      3.73906916     -1.32007768      4.58178650     23.18343680    121.95362809      0.00000000      0.00000000
     96.50000000     -1.90899584      3.59643515     -1.29019511      4.38198315     23.25912019    121.85489838      0.00000000      0.00000000
     96.60000000     -1.95044901      3.44243494     -1.26301176      4.16867872     23.33888221    121.76415914      0.00000000      0.00000000
     96.70000000     -1.98081477      3.27635636     -1.23668641      3.94439303     23.42332319    121.68288438      0.00000000      0.00000000
     96.80000000     -1.99760859      3.09777494     -1.20835253      3.71183916     23.51303794    121.61251694      0.00000000      0.00000000
     96.90000000     -1.99782965      2.90685124     -1.17409768      3.47383065     23.60853614    121.55415141      0.00000000      0.00000000
     97.00000000     -1.97807663      2.70468182     -1.12912595      3.23315390     23.71014590    121.50811694      0.00000000      0.00000000
     97.10000000     -1.93483227      2.49361665     -1.06812343      2.99243104     23.81792291    121.47354745      0.00000000      0.00000000
     97.20000000     -1.86491111      2.27743058     -0.98576758      2.75398768     23.93159020    121.44805150      0.00000000      0.00000000
     97.30000000     -1.76600230      2.06125835     -0.87728005      2.51970439     24.05052301    121.42756305      0.00000000      0.00000000
     97.40000000     -1.63718893      1.85125616     -0.73896504      2.29079438     24.17378158    121.40640166      0.00000000      0.00000000
     97.50000000     -1.47929190      1.65400762     -0.56876550      2.06745856     24.30019710    121.37755802      0.00000000      0.00000000
     97.60000000     -1.29486085      1.47575088     -0.36691349      1.84846217     24.42853323    121.33324629      0.00000000      0.00000000
     97.70000000     -1.08765324      1.32160480     -0.13667567      1.63086466     24.55775097    121.26573180      0.00000000      0.00000000
     97.80000000     -0.86159724      1.19510383      0.11497010      1.41031588     24.68736369    121.16822612      0.00000000      0.00000000
     97.90000000     -0.61953836      1.09837642      0.37693537      1.18228176     24.81779097    121.03532126      0.00000000      0.00000000
     98.00000000     -0.36227399      1.03308425      0.63377603      0.94429041     24.95059878    120.86240622      0.00000000      0.00000000
     98.10000000     -0.08825289      1.00194809      0.86490950      0.69948907     25.08860045    120.64404570      1.26352487     -2.43477410
     98.20000000      0.20561344      1.01059730      1.04269645      0.46352141     25.23572991    120.37245015      0.00000000      0.00000000
     98.30000000      0.51941060      1.06862416      1.13311916      0.27909152     25.39545825    120.04127007      0.00000000      0.00000000
     98.40000000      0.83599988      1.18310589      1.12042637      0.22440804     25.56398381    119.66892900      0.00000000      0.00000000
     98.50000000      1.11880130      1.34220518      1.05075105      0.34452329     25.72640378    119.31241796      0.00000000      0.00000000
     98.60000000      1.34897913      1.52343124      0.98587809      0.59168147     25.87301433    119.00892690      0.00000000      0.00000000
     98.70000000      1.53152894      1.71375776      0.94702893      0.90236406     26.00497041    118.75625712      0.00000000      0.00000000
     98.80000000      1.67560012      1.90804569      0.93255632      1.23880290     26.12598255    118.54291375      0.00000000      0.00000000
     98.90000000      1.78803552      2.10393696      0.93534068      1.58152764     26.23897527    118.35939856      0.00000000      0.00000000
     99.00000000      1.87338563      2.29969557      0.94800673      1.92065217     26.34580396    118.19848686      0.00000000      0.00000000
     99.10000000      1.93477770      2.49340822      0.96447763      2.25150376     26.44745182    118.05405263      0.00000000      0.00000000
     99.20000000      1.97468490      2.68279414      0.98079864      2.57238534     26.54426205    117.92035887      0.00000000      0.00000000
     99.30000000      1.99546824      2.86543967      0.99562421      2.88310024     26.63620653    117.79206302      0.00000000      0.00000000
     99.40000000      1.99961411      3.03928636      1.01010756      3.18377437     26.72318200    117.66472898      0.00000000      0.00000000
     99.50000000      1.98966360      3.20307327      1.02706750      3.47401376     26.80524947    117.53535458      0.00000000      0.00000000
     99.60000000      1.96797612      3.35646876      1.04976417      3.75255814     26.88272936    117.40247055      0.00000000      0.00000000
     99.70000000      1.93652544      3.49986919      1.08086337      4.01740413     26.95615026    117.26575696      0.00000000      0.00000000
     99.80000000      1.89683272      3.63405492      1.12194318      4.26615159     27.02613118    117.12546850      0.00000000      0.00000000
     99.90000000      1.85001474      3.75989832      1.17348453      4.49631320     27.09327889    116.98196882      0.00000000      0.00000000
    100.00000000      1.79687842      3.87819584      1.23508651      4.70547443     27.15813193    116.83547842      0.00000000      0.00000000
    100.10000000      1.73801392      3.98959972      1.30569254      4.89131931     27.22114206    116.68599377      0.00000000      0.00000000
    100.20000000      1.67387314      4.09459979      1.38372874      5.05158267     27.28267220    116.53330591      0.00000000      0.00000000
    100.30000000      1.60484189      4.19351686      1.46713203      5.18398948     27.34299283    116.37707706      0.00000000      0.00000000
    100.40000000      1.53132465      4.28648545      1.55328086      5.28624438     27.40226351    116.21697022      0.00000000      0.00000000
    100.50000000      1.45386305      4.37341990      1.63887361      5.35615643     27.46049093    116.05284558      0.00000000      0.00000000
    100.60000000      1.37329448      4.45398152      1.71986884      5.39200403     27.51746677    115.88501154      0.00000000      0.00000000
    100.70000000      1.29090486      4.52760094      1.79169399      5.39317026     27.57271841    115.71441796      0.00000000      0.00000000
    100.80000000      1.20845306      4.59362518      1.84989140      5.36079977     27.62553908    115.54255653      0.00000000      0.00000000
    100.90000000      1.12796091      4.65157627      1.89099675      5.29793245     27.67513578    115.37093115      0.00000000      0.00000000
    101.00000000      1.05136185      4.70136365      1.91303160      5.20883310     27.72081852    115.20037730      0.00000000      0.00000000
    101.10000000      0.98025925      4.74329912      1.91524164      5.09799324     27.76209542    115.03071876      0.00000000      0.00000000
    101.20000000      0.91591753      4.77794687      1.89739780      4.96951014     27.79863622    114.86088652      0.00000000      0.00000000
    101.30000000      0.85939886      4.80594396      1.85917615      4.82704769     27.83017400    114.68923715      0.00000000      0.00000000
    101.40000000      0.81171717      4.82787178      1.79983486      4.67417265     27.85641581    114.51382106      0.00000000      0.00000000
    101.50000000      0.77394649      4.84418188      1.71815915      4.51484548     27.87698705    114.33253117      0.00000000      0.00000000
    101.60000000      0.74726895      4.85515205      1.61261231      4.35397257     27.89140969    114.14317060      0.00000000      0.00000000
    101.70000000      0.73295381      4.86085430      1.48170248      4.19800030     27.89911424    113.94350780      0.00000000      0.00000000
    101.80000000      0.73224057      4.86113507      1.32466564      4.05550951     27.89949749    113.73140122      0.00000000      0.00000000
    101.90000000      0.74607221      4.85563365      1.14263126      3.93762444     27.89205469    113.50510105      0.00000000      0.00000000
    102.00000000      0.77461815      4.84389987      0.94036908      3.85773222     27.87662282    113.26385495      0.00000000      0.00000000
    102.10000000      0.81661481      4.82568898      0.72824159      3.82960155     27.85373479    113.00884687      0.00000000      0.00000000
    102.20000000      0.86883997      4.80142086      0.52288598      3.86316938     27.82493966    112.74408016      0.00000000      0.00000000
    102.30000000      0.92637151      4.77252244      0.34442033      3.95929872     27.79274744    112.47620957      0.00000000      0.00000000
    102.40000000      0.98394584      4.74122100      0.21023560      4.10768137     27.75997944    112.21265877      0.00000000      0.00000000
    102.50000000      1.03757394      4.70980710      0.12970192      4.29055969     27.72890245    111.95915540      0.00000000      0.00000000
    102.60000000      1.08523099      4.67996241      0.10361331      4.48910449     27.70078614    111.71857526      0.00000000      0.00000000
    102.70000000      1.12652284      4.65255750      0.12714099      4.68771308     27.67600625    111.49137637      0.00000000      0.00000000
    102.80000000      1.16200977      4.62780014      0.19308217      4.87514466     27.65437108    111.27660055      0.00000000      0.00000000
    102.90000000      1.19266681      4.60547373      0.29390437      5.04390967     27.63540818    111.07268150      0.00000000      0.00000000
    103.00000000      1.21957410      4.58513060      0.42266469      5.18922943     27.61854201    110.87790465      0.00000000      0.00000000
    103.10000000      1.24377213      4.56621546      0.57327784      5.30813015     27.60318504    110.69061771      0.00000000      0.00000000
    103.20000000      1.26620809      4.54813341      0.74048583      5.39878969     27.58877716    110.50930684      0.00000000      0.00000000
    103.30000000      1.28772619      4.53028143      0.91971475      5.46010269     27.57479741    110.33261234      0.00000000      0.00000000
    103.40000000      1.30907772      4.51205672      1.10690015      5.49140559     27.56076137    110.15932378      0.00000000      0.00000000
    103.50000000      1.33093969      4.49284947      1.29831307      5.49231708     27.54621078    109.98837529      0.00000000      0.00000000
    103.60000000      1.35393687      4.47202410      1.49040102      5.46266911     27.53069800    109.81885158      0.00000000      0.00000000
    103.70000000      1.37866395      4.44889120      1.67965733      5.40251743     27.51376735    109.65000871      0.00000000      0.00000000
    103.80000000      1.40570303      4.42267319      1.86254021      5.31222351     27.49493561    109.48130646      0.00000000      0.00000000
    103.90000000      1.43562853      4.39246929      2.03546860      5.19258921     27.47367603    109.31244165      0.00000000      0.00000000
    104.00000000      1.46899030      4.35722787      2.19491386      5.04500326     27.44941144    109.14336662      0.00000000      0.00000000
    104.10000000      1.50626818      4.31573408      2.33757900      4.87154189     27.42152069    108.97428093      0.00000000      0.00000000
    104.20000000      1.54779893      4.26661694      2.46062143      4.67497349     27.38935839    108.80559948      0.00000000      0.00000000
    104.30000000      1.59368516      4.20837396      2.56185874      4.45865363     27.35228273    108.63791565      0.00000000      0.00000000
    104.40000000      1.64369870      4.13940975      2.63991348      4.22633566     27.30968427    108.47198230      0.00000000      0.00000000
    104.50000000      1.69718866      4.05808821      2.69428501      3.98193791     27.26101128    108.30872246      0.00000000      0.00000000
    104.60000000      1.75300076      3.96280234      2.72535648      3.72929787     27.20579016    108.14926631      0.00000000      0.00000000
    104.70000000      1.80941440      3.85206779      2.73434410      3.47192958     27.14364193    107.99500083      0.00000000      0.00000000
