Timestamp,Event,Event Data
4:55:47.316 PM 10/6/2020,Start Shutdown Purge,8.33 
4:55:47.417 PM 10/6/2020,Start Shutdown Purge,8.43 
4:55:47.519 PM 10/6/2020,Start Shutdown Purge,8.53 
4:55:47.619 PM 10/6/2020,Start Shutdown Purge,8.63 
4:55:47.721 PM 10/6/2020,Start Shutdown Purge,8.73 
4:55:47.820 PM 10/6/2020,Start Shutdown Purge,8.83 
4:55:47.921 PM 10/6/2020,Start Shutdown Purge,8.93 
4:55:48.020 PM 10/6/2020,Start Shutdown Purge,9.03 
4:55:48.122 PM 10/6/2020,Start Shutdown Purge,9.13 
4:55:48.223 PM 10/6/2020,Start Shutdown Purge,9.23 
4:55:48.323 PM 10/6/2020,Start Shutdown Purge,9.33 
4:55:48.424 PM 10/6/2020,Start Shutdown Purge,9.44 
4:55:48.525 PM 10/6/2020,Start Shutdown Purge,9.54 
4:55:48.626 PM 10/6/2020,Start Shutdown Purge,9.64 
4:55:48.726 PM 10/6/2020,Start Shutdown Purge,9.74 
4:55:48.826 PM 10/6/2020,Start Shutdown Purge,9.84 
4:55:48.926 PM 10/6/2020,Start Shutdown Purge,9.94 
4:55:49.026 PM 10/6/2020,Start Shutdown Purge,10.04 
4:55:49.126 PM 10/6/2020,Boiler Initialized,0 
9:36:50.906 PM 10/6/2020,Boiler Ready,0 
9:36:57.841 PM 10/6/2020,Start Pre-Purge,0.00 
9:36:57.941 PM 10/6/2020,Start Pre-Purge,0.10 
9:36:58.041 PM 10/6/2020,Start Pre-Purge,0.20 
9:36:58.141 PM 10/6/2020,Start Pre-Purge,0.30 
9:36:58.241 PM 10/6/2020,Start Pre-Purge,0.40 
9:36:58.342 PM 10/6/2020,Start Pre-Purge,0.50 
9:36:58.442 PM 10/6/2020,Start Pre-Purge,0.60 
9:36:58.542 PM 10/6/2020,Start Pre-Purge,0.70 
9:36:58.642 PM 10/6/2020,Start Pre-Purge,0.80 
9:36:58.742 PM 10/6/2020,Start Pre-Purge,0.90 
9:36:58.842 PM 10/6/2020,Start Pre-Purge,1.00 
9:36:58.942 PM 10/6/2020,Start Pre-Purge,1.10 
9:36:59.042 PM 10/6/2020,Start Pre-Purge,1.20 
9:36:59.142 PM 10/6/2020,Start Pre-Purge,1.30 
9:36:59.242 PM 10/6/2020,Start Pre-Purge,1.40 
9:36:59.343 PM 10/6/2020,Start Pre-Purge,1.50 
9:36:59.442 PM 10/6/2020,Start Pre-Purge,1.60 
9:36:59.543 PM 10/6/2020,Start Pre-Purge,1.70 
9:36:59.642 PM 10/6/2020,Start Pre-Purge,1.80 
9:36:59.743 PM 10/6/2020,Start Pre-Purge,1.90 
9:36:59.843 PM 10/6/2020,Start Pre-Purge,2.00 
9:36:59.942 PM 10/6/2020,Start Pre-Purge,2.10 
9:37:00.044 PM 10/6/2020,Start Pre-Purge,2.20 
9:37:00.144 PM 10/6/2020,Start Pre-Purge,2.30 
9:37:00.244 PM 10/6/2020,Start Pre-Purge,2.40 
9:37:00.343 PM 10/6/2020,Start Pre-Purge,2.50 
9:37:00.443 PM 10/6/2020,Start Pre-Purge,2.60 
9:37:00.544 PM 10/6/2020,Start Pre-Purge,2.70 
9:37:00.645 PM 10/6/2020,Start Pre-Purge,2.80 
9:37:00.747 PM 10/6/2020,Start Pre-Purge,2.91 
9:37:00.847 PM 10/6/2020,Start Pre-Purge,3.01 
9:37:00.947 PM 10/6/2020,Start Pre-Purge,3.11 
9:37:01.048 PM 10/6/2020,Start Pre-Purge,3.21 
9:37:01.148 PM 10/6/2020,Start Pre-Purge,3.31 
9:37:01.248 PM 10/6/2020,Start Pre-Purge,3.41 
9:37:01.349 PM 10/6/2020,Start Pre-Purge,3.51 
9:37:01.448 PM 10/6/2020,Start Pre-Purge,3.61 
9:37:01.550 PM 10/6/2020,Start Pre-Purge,3.71 
9:37:01.650 PM 10/6/2020,Start Pre-Purge,3.81 
9:37:01.751 PM 10/6/2020,Start Pre-Purge,3.91 
9:37:01.851 PM 10/6/2020,Start Pre-Purge,4.01 
9:37:01.952 PM 10/6/2020,Start Pre-Purge,4.11 
9:37:02.051 PM 10/6/2020,Start Pre-Purge,4.21 
9:37:02.151 PM 10/6/2020,Start Pre-Purge,4.31 
9:37:02.251 PM 10/6/2020,Start Pre-Purge,4.41 
9:37:02.352 PM 10/6/2020,Start Pre-Purge,4.51 
9:37:02.451 PM 10/6/2020,Start Pre-Purge,4.61 
9:37:02.552 PM 10/6/2020,Start Pre-Purge,4.71 
9:37:02.651 PM 10/6/2020,Start Pre-Purge,4.81 
9:37:02.751 PM 10/6/2020,Start Pre-Purge,4.91 
9:37:02.851 PM 10/6/2020,Start Pre-Purge,5.01 
9:37:02.951 PM 10/6/2020,Start Pre-Purge,5.11 
9:37:03.051 PM 10/6/2020,Start Pre-Purge,5.21 
9:37:03.152 PM 10/6/2020,Start Pre-Purge,5.31 
9:37:03.251 PM 10/6/2020,Start Pre-Purge,5.41 
9:37:03.351 PM 10/6/2020,Start Pre-Purge,5.51 
9:37:03.452 PM 10/6/2020,Start Pre-Purge,5.61 
9:37:03.552 PM 10/6/2020,Start Pre-Purge,5.71 
9:37:03.652 PM 10/6/2020,Start Pre-Purge,5.81 
9:37:03.752 PM 10/6/2020,Start Pre-Purge,5.91 
9:37:03.852 PM 10/6/2020,Start Pre-Purge,6.01 
9:37:03.953 PM 10/6/2020,Start Pre-Purge,6.11 
9:37:04.054 PM 10/6/2020,Start Pre-Purge,6.21 
9:37:04.155 PM 10/6/2020,Start Pre-Purge,6.31 
9:37:04.254 PM 10/6/2020,Start Pre-Purge,6.41 
9:37:04.354 PM 10/6/2020,Start Pre-Purge,6.51 
9:37:04.454 PM 10/6/2020,Start Pre-Purge,6.61 
9:37:04.555 PM 10/6/2020,Start Pre-Purge,6.71 
9:37:04.655 PM 10/6/2020,Start Pre-Purge,6.81 
9:37:04.756 PM 10/6/2020,Start Pre-Purge,6.92 
9:37:04.856 PM 10/6/2020,Start Pre-Purge,7.02 
9:37:04.956 PM 10/6/2020,Start Pre-Purge,7.12 
9:37:05.056 PM 10/6/2020,Start Pre-Purge,7.22 
9:37:05.157 PM 10/6/2020,Start Pre-Purge,7.32 
9:37:05.258 PM 10/6/2020,Start Pre-Purge,7.42 
9:37:05.357 PM 10/6/2020,Start Pre-Purge,7.52 
9:37:05.457 PM 10/6/2020,Start Pre-Purge,7.62 
9:37:05.558 PM 10/6/2020,Start Pre-Purge,7.72 
9:37:05.659 PM 10/6/2020,Start Pre-Purge,7.82 
9:37:05.760 PM 10/6/2020,Start Pre-Purge,7.92 
9:37:05.861 PM 10/6/2020,Start Pre-Purge,8.02 
9:37:05.962 PM 10/6/2020,Start Pre-Purge,8.12 
9:37:06.062 PM 10/6/2020,Start Pre-Purge,8.22 
9:37:06.163 PM 10/6/2020,Start Pre-Purge,8.32 
9:37:06.263 PM 10/6/2020,Start Pre-Purge,8.42 
9:37:06.364 PM 10/6/2020,Start Pre-Purge,8.52 
9:37:06.465 PM 10/6/2020,Start Pre-Purge,8.62 
9:37:06.565 PM 10/6/2020,Start Pre-Purge,8.72 
9:37:06.665 PM 10/6/2020,Start Pre-Purge,8.82 
9:37:06.765 PM 10/6/2020,Start Pre-Purge,8.92 
9:37:06.865 PM 10/6/2020,Start Pre-Purge,9.02 
9:37:06.966 PM 10/6/2020,Start Pre-Purge,9.13 
9:37:07.065 PM 10/6/2020,Start Pre-Purge,9.22 
9:37:07.167 PM 10/6/2020,Start Pre-Purge,9.33 
9:37:07.266 PM 10/6/2020,Start Pre-Purge,9.43 
9:37:07.368 PM 10/6/2020,Start Pre-Purge,9.53 
9:37:07.467 PM 10/6/2020,Start Pre-Purge,9.63 
9:37:07.568 PM 10/6/2020,Start Pre-Purge,9.73 
9:37:07.667 PM 10/6/2020,Start Pre-Purge,9.83 
9:37:07.769 PM 10/6/2020,Start Pre-Purge,9.93 
9:37:07.870 PM 10/6/2020,Start Pre-Purge,10.03 
9:37:07.971 PM 10/6/2020,Pre-Purge Complete,10.00 
9:37:16.613 PM 10/6/2020,Pilot ON,True 
9:37:25.033 PM 10/6/2020,Pilot Proved,55.46 
9:37:25.134 PM 10/6/2020,Pilot Proved,65.55 
9:37:25.234 PM 10/6/2020,Pilot Proved,68.07 
9:37:27.241 PM 10/6/2020,Forced Draft Fan ON,True 
9:37:31.359 PM 10/6/2020,Boiler Running,25.85 
9:37:31.459 PM 10/6/2020,Boiler Running,33.79 
9:37:31.558 PM 10/6/2020,Boiler Running,36.82 
9:37:31.660 PM 10/6/2020,Boiler Running,39.73 
9:37:31.761 PM 10/6/2020,Boiler Running,42.14 
9:37:31.860 PM 10/6/2020,Boiler Running,44.70 
9:37:31.962 PM 10/6/2020,Boiler Running,45.19 
9:37:38.782 PM 10/6/2020,Start Shutdown Purge,0.00 
9:37:38.883 PM 10/6/2020,Start Shutdown Purge,0.10 
9:37:38.982 PM 10/6/2020,Start Shutdown Purge,0.20 
9:37:39.083 PM 10/6/2020,Start Shutdown Purge,0.30 
9:37:39.184 PM 10/6/2020,Start Shutdown Purge,0.40 
9:37:39.284 PM 10/6/2020,Start Shutdown Purge,0.50 
9:37:39.385 PM 10/6/2020,Start Shutdown Purge,0.60 
9:37:39.485 PM 10/6/2020,Start Shutdown Purge,0.70 
9:37:39.586 PM 10/6/2020,Start Shutdown Purge,0.80 
9:37:39.685 PM 10/6/2020,Start Shutdown Purge,0.90 
9:37:39.786 PM 10/6/2020,Start Shutdown Purge,1.00 
9:37:39.886 PM 10/6/2020,Start Shutdown Purge,1.10 
9:37:39.986 PM 10/6/2020,Start Shutdown Purge,1.20 
9:37:40.087 PM 10/6/2020,Start Shutdown Purge,1.30 
9:37:40.186 PM 10/6/2020,Start Shutdown Purge,1.40 
9:37:40.286 PM 10/6/2020,Start Shutdown Purge,1.50 
9:37:40.388 PM 10/6/2020,Start Shutdown Purge,1.61 
9:37:40.488 PM 10/6/2020,Start Shutdown Purge,1.71 
9:37:40.588 PM 10/6/2020,Start Shutdown Purge,1.81 
9:37:40.688 PM 10/6/2020,Start Shutdown Purge,1.91 
9:37:40.788 PM 10/6/2020,Start Shutdown Purge,2.01 
9:37:40.888 PM 10/6/2020,Start Shutdown Purge,2.11 
9:37:40.988 PM 10/6/2020,Start Shutdown Purge,2.21 
9:37:41.089 PM 10/6/2020,Start Shutdown Purge,2.31 
9:37:41.188 PM 10/6/2020,Start Shutdown Purge,2.41 
9:37:41.290 PM 10/6/2020,Start Shutdown Purge,2.51 
9:37:41.390 PM 10/6/2020,Start Shutdown Purge,2.61 
9:37:41.490 PM 10/6/2020,Start Shutdown Purge,2.71 
9:37:41.592 PM 10/6/2020,Start Shutdown Purge,2.81 
9:37:41.691 PM 10/6/2020,Start Shutdown Purge,2.91 
9:37:41.792 PM 10/6/2020,Start Shutdown Purge,3.01 
9:37:41.891 PM 10/6/2020,Start Shutdown Purge,3.11 
9:37:41.992 PM 10/6/2020,Start Shutdown Purge,3.21 
9:37:42.092 PM 10/6/2020,Start Shutdown Purge,3.31 
9:37:42.192 PM 10/6/2020,Start Shutdown Purge,3.41 
9:37:42.292 PM 10/6/2020,Start Shutdown Purge,3.51 
9:37:42.392 PM 10/6/2020,Start Shutdown Purge,3.61 
9:37:42.492 PM 10/6/2020,Start Shutdown Purge,3.71 
9:37:42.592 PM 10/6/2020,Start Shutdown Purge,3.81 
9:37:42.692 PM 10/6/2020,Start Shutdown Purge,3.91 
9:37:42.792 PM 10/6/2020,Start Shutdown Purge,4.01 
9:37:42.892 PM 10/6/2020,Start Shutdown Purge,4.11 
9:37:42.992 PM 10/6/2020,Start Shutdown Purge,4.21 
9:37:43.092 PM 10/6/2020,Start Shutdown Purge,4.31 
9:37:43.192 PM 10/6/2020,Start Shutdown Purge,4.41 
9:37:43.292 PM 10/6/2020,Start Shutdown Purge,4.51 
9:37:43.392 PM 10/6/2020,Start Shutdown Purge,4.61 
9:37:43.493 PM 10/6/2020,Start Shutdown Purge,4.71 
9:37:43.594 PM 10/6/2020,Start Shutdown Purge,4.81 
9:37:43.695 PM 10/6/2020,Start Shutdown Purge,4.91 
9:37:43.796 PM 10/6/2020,Start Shutdown Purge,5.01 
9:37:43.897 PM 10/6/2020,Start Shutdown Purge,5.12 
9:37:43.998 PM 10/6/2020,Start Shutdown Purge,5.22 
9:37:44.099 PM 10/6/2020,Start Shutdown Purge,5.32 
9:37:44.199 PM 10/6/2020,Start Shutdown Purge,5.42 
9:37:44.299 PM 10/6/2020,Start Shutdown Purge,5.52 
9:37:44.400 PM 10/6/2020,Start Shutdown Purge,5.62 
9:37:44.500 PM 10/6/2020,Start Shutdown Purge,5.72 
9:37:44.600 PM 10/6/2020,Start Shutdown Purge,5.82 
9:37:44.700 PM 10/6/2020,Start Shutdown Purge,5.92 
9:37:44.801 PM 10/6/2020,Start Shutdown Purge,6.02 
9:37:44.901 PM 10/6/2020,Start Shutdown Purge,6.12 
9:37:45.001 PM 10/6/2020,Start Shutdown Purge,6.22 
9:37:45.101 PM 10/6/2020,Start Shutdown Purge,6.32 
9:37:45.201 PM 10/6/2020,Start Shutdown Purge,6.42 
9:37:45.301 PM 10/6/2020,Start Shutdown Purge,6.52 
9:37:45.401 PM 10/6/2020,Start Shutdown Purge,6.62 
9:37:45.501 PM 10/6/2020,Start Shutdown Purge,6.72 
9:37:45.601 PM 10/6/2020,Start Shutdown Purge,6.82 
9:37:45.702 PM 10/6/2020,Start Shutdown Purge,6.92 
9:37:45.802 PM 10/6/2020,Start Shutdown Purge,7.02 
9:37:45.902 PM 10/6/2020,Start Shutdown Purge,7.12 
9:37:46.002 PM 10/6/2020,Start Shutdown Purge,7.22 
9:37:46.103 PM 10/6/2020,Start Shutdown Purge,7.32 
9:37:46.203 PM 10/6/2020,Start Shutdown Purge,7.42 
9:37:46.304 PM 10/6/2020,Start Shutdown Purge,7.52 
9:37:46.403 PM 10/6/2020,Start Shutdown Purge,7.62 
9:37:46.504 PM 10/6/2020,Start Shutdown Purge,7.72 
9:37:46.605 PM 10/6/2020,Start Shutdown Purge,7.82 
9:37:46.705 PM 10/6/2020,Start Shutdown Purge,7.92 
9:37:46.806 PM 10/6/2020,Start Shutdown Purge,8.02 
9:37:46.905 PM 10/6/2020,Start Shutdown Purge,8.12 
9:37:47.006 PM 10/6/2020,Start Shutdown Purge,8.22 
9:37:47.106 PM 10/6/2020,Start Shutdown Purge,8.32 
9:37:47.206 PM 10/6/2020,Start Shutdown Purge,8.42 
9:37:47.307 PM 10/6/2020,Start Shutdown Purge,8.52 
9:37:47.409 PM 10/6/2020,Start Shutdown Purge,8.63 
9:37:47.508 PM 10/6/2020,Start Shutdown Purge,8.73 
9:37:47.608 PM 10/6/2020,Start Shutdown Purge,8.83 
9:37:47.708 PM 10/6/2020,Start Shutdown Purge,8.93 
9:37:47.808 PM 10/6/2020,Start Shutdown Purge,9.03 
9:37:47.909 PM 10/6/2020,Start Shutdown Purge,9.13 
9:37:48.011 PM 10/6/2020,Start Shutdown Purge,9.23 
9:37:48.111 PM 10/6/2020,Start Shutdown Purge,9.33 
9:37:48.211 PM 10/6/2020,Start Shutdown Purge,9.43 
9:37:48.312 PM 10/6/2020,Start Shutdown Purge,9.53 
9:37:48.412 PM 10/6/2020,Start Shutdown Purge,9.63 
9:37:48.512 PM 10/6/2020,Start Shutdown Purge,9.73 
9:37:48.613 PM 10/6/2020,Start Shutdown Purge,9.83 
9:37:48.714 PM 10/6/2020,Start Shutdown Purge,9.93 
9:37:48.814 PM 10/6/2020,Start Shutdown Purge,10.03 
9:37:48.915 PM 10/6/2020,Boiler Initialized,0 
10:21:59.441 PM 10/6/2020,Boiler Ready,0 
10:22:07.174 PM 10/6/2020,Start Pre-Purge,0.00 
10:22:07.274 PM 10/6/2020,Start Pre-Purge,0.10 
10:22:07.374 PM 10/6/2020,Start Pre-Purge,0.20 
10:22:07.474 PM 10/6/2020,Start Pre-Purge,0.30 
10:22:07.575 PM 10/6/2020,Start Pre-Purge,0.40 
10:22:07.677 PM 10/6/2020,Start Pre-Purge,0.50 
10:22:07.776 PM 10/6/2020,Start Pre-Purge,0.60 
10:22:07.876 PM 10/6/2020,Start Pre-Purge,0.70 
10:22:07.976 PM 10/6/2020,Start Pre-Purge,0.80 
10:22:08.077 PM 10/6/2020,Start Pre-Purge,0.90 
10:22:08.177 PM 10/6/2020,Start Pre-Purge,1.00 
10:22:08.278 PM 10/6/2020,Start Pre-Purge,1.10 
10:22:08.379 PM 10/6/2020,Start Pre-Purge,1.21 
10:22:08.479 PM 10/6/2020,Start Pre-Purge,1.31 
10:22:08.579 PM 10/6/2020,Start Pre-Purge,1.41 
10:22:08.680 PM 10/6/2020,Start Pre-Purge,1.51 
10:22:08.780 PM 10/6/2020,Start Pre-Purge,1.61 
10:22:08.881 PM 10/6/2020,Start Pre-Purge,1.71 
10:22:08.981 PM 10/6/2020,Start Pre-Purge,1.81 
10:22:09.082 PM 10/6/2020,Start Pre-Purge,1.91 
10:22:09.183 PM 10/6/2020,Start Pre-Purge,2.01 
10:22:09.283 PM 10/6/2020,Start Pre-Purge,2.11 
10:22:09.383 PM 10/6/2020,Start Pre-Purge,2.21 
10:22:09.483 PM 10/6/2020,Start Pre-Purge,2.31 
10:22:09.583 PM 10/6/2020,Start Pre-Purge,2.41 
10:22:09.684 PM 10/6/2020,Start Pre-Purge,2.51 
10:22:09.785 PM 10/6/2020,Start Pre-Purge,2.61 
10:22:09.885 PM 10/6/2020,Start Pre-Purge,2.71 
10:22:09.986 PM 10/6/2020,Start Pre-Purge,2.81 
10:22:10.087 PM 10/6/2020,Start Pre-Purge,2.91 
10:22:10.188 PM 10/6/2020,Start Pre-Purge,3.01 
10:22:10.289 PM 10/6/2020,Start Pre-Purge,3.12 
10:22:10.389 PM 10/6/2020,Start Pre-Purge,3.22 
10:22:10.489 PM 10/6/2020,Start Pre-Purge,3.32 
10:22:10.589 PM 10/6/2020,Start Pre-Purge,3.42 
10:22:10.690 PM 10/6/2020,Start Pre-Purge,3.52 
10:22:10.790 PM 10/6/2020,Start Pre-Purge,3.62 
10:22:10.890 PM 10/6/2020,Start Pre-Purge,3.72 
10:22:10.990 PM 10/6/2020,Start Pre-Purge,3.82 
10:22:11.090 PM 10/6/2020,Start Pre-Purge,3.92 
10:22:11.191 PM 10/6/2020,Start Pre-Purge,4.02 
10:22:11.292 PM 10/6/2020,Start Pre-Purge,4.12 
10:22:11.391 PM 10/6/2020,Start Pre-Purge,4.22 
10:22:11.492 PM 10/6/2020,Start Pre-Purge,4.32 
10:22:11.592 PM 10/6/2020,Start Pre-Purge,4.42 
10:22:11.692 PM 10/6/2020,Start Pre-Purge,4.52 
10:22:11.793 PM 10/6/2020,Start Pre-Purge,4.62 
10:22:11.893 PM 10/6/2020,Start Pre-Purge,4.72 
10:22:11.993 PM 10/6/2020,Start Pre-Purge,4.82 
10:22:12.093 PM 10/6/2020,Start Pre-Purge,4.92 
10:22:12.193 PM 10/6/2020,Start Pre-Purge,5.02 
10:22:12.294 PM 10/6/2020,Start Pre-Purge,5.12 
10:22:12.395 PM 10/6/2020,Start Pre-Purge,5.22 
10:22:12.495 PM 10/6/2020,Start Pre-Purge,5.32 
10:22:12.597 PM 10/6/2020,Start Pre-Purge,5.42 
10:22:12.698 PM 10/6/2020,Start Pre-Purge,5.52 
10:22:12.799 PM 10/6/2020,Start Pre-Purge,5.63 
10:22:12.899 PM 10/6/2020,Start Pre-Purge,5.73 
10:22:12.999 PM 10/6/2020,Start Pre-Purge,5.83 
10:22:13.100 PM 10/6/2020,Start Pre-Purge,5.93 
10:22:13.200 PM 10/6/2020,Start Pre-Purge,6.03 
10:22:13.299 PM 10/6/2020,Start Pre-Purge,6.13 
10:22:13.400 PM 10/6/2020,Start Pre-Purge,6.23 
10:22:13.501 PM 10/6/2020,Start Pre-Purge,6.33 
10:22:13.601 PM 10/6/2020,Start Pre-Purge,6.43 
10:22:13.702 PM 10/6/2020,Start Pre-Purge,6.53 
10:22:13.801 PM 10/6/2020,Start Pre-Purge,6.63 
10:22:13.902 PM 10/6/2020,Start Pre-Purge,6.73 
10:22:14.003 PM 10/6/2020,Start Pre-Purge,6.83 
10:22:14.103 PM 10/6/2020,Start Pre-Purge,6.93 
10:22:14.203 PM 10/6/2020,Start Pre-Purge,7.03 
10:22:14.304 PM 10/6/2020,Start Pre-Purge,7.13 
10:22:14.403 PM 10/6/2020,Start Pre-Purge,7.23 
10:22:14.505 PM 10/6/2020,Start Pre-Purge,7.33 
10:22:14.604 PM 10/6/2020,Start Pre-Purge,7.43 
10:22:14.705 PM 10/6/2020,Start Pre-Purge,7.53 
10:22:14.805 PM 10/6/2020,Start Pre-Purge,7.63 
10:22:14.906 PM 10/6/2020,Start Pre-Purge,7.73 
10:22:15.006 PM 10/6/2020,Start Pre-Purge,7.83 
10:22:15.108 PM 10/6/2020,Start Pre-Purge,7.93 
10:22:15.208 PM 10/6/2020,Start Pre-Purge,8.03 
10:22:15.308 PM 10/6/2020,Start Pre-Purge,8.13 
10:22:15.408 PM 10/6/2020,Start Pre-Purge,8.23 
10:22:15.509 PM 10/6/2020,Start Pre-Purge,8.34 
10:22:15.609 PM 10/6/2020,Start Pre-Purge,8.43 
10:22:15.708 PM 10/6/2020,Start Pre-Purge,8.53 
10:22:15.808 PM 10/6/2020,Start Pre-Purge,8.63 
10:22:15.910 PM 10/6/2020,Start Pre-Purge,8.74 
10:22:16.010 PM 10/6/2020,Start Pre-Purge,8.84 
10:22:16.110 PM 10/6/2020,Start Pre-Purge,8.94 
10:22:16.209 PM 10/6/2020,Start Pre-Purge,9.04 
10:22:16.309 PM 10/6/2020,Start Pre-Purge,9.14 
10:22:16.409 PM 10/6/2020,Start Pre-Purge,9.24 
10:22:16.509 PM 10/6/2020,Start Pre-Purge,9.34 
10:22:16.610 PM 10/6/2020,Start Pre-Purge,9.44 
10:22:16.710 PM 10/6/2020,Start Pre-Purge,9.54 
10:22:16.810 PM 10/6/2020,Start Pre-Purge,9.64 
10:22:16.910 PM 10/6/2020,Start Pre-Purge,9.74 
10:22:17.011 PM 10/6/2020,Start Pre-Purge,9.84 
10:22:17.110 PM 10/6/2020,Start Pre-Purge,9.94 
10:22:17.211 PM 10/6/2020,Start Pre-Purge,10.04 
10:22:17.311 PM 10/6/2020,Pre-Purge Complete,10.00 
10:22:24.841 PM 10/6/2020,Pilot ON,True 
10:22:30.861 PM 10/6/2020,Pilot Proved,63.03 
10:22:30.961 PM 10/6/2020,Pilot Proved,74.79 
10:22:31.062 PM 10/6/2020,Pilot Proved,87.39 
10:22:31.164 PM 10/6/2020,Pilot Proved,89.92 
10:22:37.282 PM 10/6/2020,Forced Draft Fan ON,True 
10:22:41.798 PM 10/6/2020,Boiler Running,42.84 
10:22:41.898 PM 10/6/2020,Boiler Running,45.36 
10:22:41.999 PM 10/6/2020,Boiler Running,45.88 
10:22:47.021 PM 10/6/2020,Start Shutdown Purge,0.00 
10:22:47.120 PM 10/6/2020,Start Shutdown Purge,0.10 
10:22:47.221 PM 10/6/2020,Start Shutdown Purge,0.20 
10:22:47.322 PM 10/6/2020,Start Shutdown Purge,0.30 
10:22:47.422 PM 10/6/2020,Start Shutdown Purge,0.40 
10:22:47.522 PM 10/6/2020,Start Shutdown Purge,0.50 
10:22:47.622 PM 10/6/2020,Start Shutdown Purge,0.60 
10:22:47.723 PM 10/6/2020,Start Shutdown Purge,0.70 
10:22:47.823 PM 10/6/2020,Start Shutdown Purge,0.80 
10:22:47.924 PM 10/6/2020,Start Shutdown Purge,0.90 
10:22:48.025 PM 10/6/2020,Start Shutdown Purge,1.00 
10:22:48.127 PM 10/6/2020,Start Shutdown Purge,1.11 
10:22:48.226 PM 10/6/2020,Start Shutdown Purge,1.21 
10:22:48.327 PM 10/6/2020,Start Shutdown Purge,1.31 
10:22:48.427 PM 10/6/2020,Start Shutdown Purge,1.41 
10:22:48.527 PM 10/6/2020,Start Shutdown Purge,1.51 
10:22:48.628 PM 10/6/2020,Start Shutdown Purge,1.61 
10:22:48.728 PM 10/6/2020,Start Shutdown Purge,1.71 
10:22:48.830 PM 10/6/2020,Start Shutdown Purge,1.81 
10:22:48.929 PM 10/6/2020,Start Shutdown Purge,1.91 
10:22:49.030 PM 10/6/2020,Start Shutdown Purge,2.01 
10:22:49.131 PM 10/6/2020,Start Shutdown Purge,2.11 
10:22:49.232 PM 10/6/2020,Start Shutdown Purge,2.21 
10:22:49.332 PM 10/6/2020,Start Shutdown Purge,2.31 
10:22:49.432 PM 10/6/2020,Start Shutdown Purge,2.41 
10:22:49.532 PM 10/6/2020,Start Shutdown Purge,2.51 
10:22:49.632 PM 10/6/2020,Start Shutdown Purge,2.61 
10:22:49.733 PM 10/6/2020,Start Shutdown Purge,2.71 
10:22:49.832 PM 10/6/2020,Start Shutdown Purge,2.81 
10:22:49.933 PM 10/6/2020,Start Shutdown Purge,2.91 
10:22:50.034 PM 10/6/2020,Start Shutdown Purge,3.01 
10:22:50.134 PM 10/6/2020,Start Shutdown Purge,3.11 
10:22:50.236 PM 10/6/2020,Start Shutdown Purge,3.21 
10:22:50.335 PM 10/6/2020,Start Shutdown Purge,3.31 
10:22:50.436 PM 10/6/2020,Start Shutdown Purge,3.42 
10:22:50.537 PM 10/6/2020,Start Shutdown Purge,3.52 
10:22:50.638 PM 10/6/2020,Start Shutdown Purge,3.62 
10:22:50.738 PM 10/6/2020,Start Shutdown Purge,3.72 
10:22:50.838 PM 10/6/2020,Start Shutdown Purge,3.82 
10:22:50.938 PM 10/6/2020,Start Shutdown Purge,3.92 
10:22:51.038 PM 10/6/2020,Start Shutdown Purge,4.02 
10:22:51.138 PM 10/6/2020,Start Shutdown Purge,4.12 
10:22:51.239 PM 10/6/2020,Start Shutdown Purge,4.22 
10:22:51.339 PM 10/6/2020,Start Shutdown Purge,4.32 
10:22:51.440 PM 10/6/2020,Start Shutdown Purge,4.42 
10:22:51.540 PM 10/6/2020,Start Shutdown Purge,4.52 
10:22:51.641 PM 10/6/2020,Start Shutdown Purge,4.62 
10:22:51.743 PM 10/6/2020,Start Shutdown Purge,4.72 
10:22:51.842 PM 10/6/2020,Start Shutdown Purge,4.82 
10:22:51.942 PM 10/6/2020,Start Shutdown Purge,4.92 
10:22:52.043 PM 10/6/2020,Start Shutdown Purge,5.02 
10:22:52.143 PM 10/6/2020,Start Shutdown Purge,5.12 
10:22:52.244 PM 10/6/2020,Start Shutdown Purge,5.22 
10:22:52.344 PM 10/6/2020,Start Shutdown Purge,5.32 
10:22:52.444 PM 10/6/2020,Start Shutdown Purge,5.42 
10:22:52.545 PM 10/6/2020,Start Shutdown Purge,5.52 
10:22:52.645 PM 10/6/2020,Start Shutdown Purge,5.62 
10:22:52.746 PM 10/6/2020,Start Shutdown Purge,5.73 
10:22:52.846 PM 10/6/2020,Start Shutdown Purge,5.82 
10:22:52.946 PM 10/6/2020,Start Shutdown Purge,5.93 
10:22:53.046 PM 10/6/2020,Start Shutdown Purge,6.02 
10:22:53.146 PM 10/6/2020,Start Shutdown Purge,6.13 
10:22:53.247 PM 10/6/2020,Start Shutdown Purge,6.23 
10:22:53.347 PM 10/6/2020,Start Shutdown Purge,6.33 
10:22:53.447 PM 10/6/2020,Start Shutdown Purge,6.43 
10:22:53.547 PM 10/6/2020,Start Shutdown Purge,6.53 
10:22:53.647 PM 10/6/2020,Start Shutdown Purge,6.63 
10:22:53.748 PM 10/6/2020,Start Shutdown Purge,6.73 
10:22:53.849 PM 10/6/2020,Start Shutdown Purge,6.83 
10:22:53.948 PM 10/6/2020,Start Shutdown Purge,6.93 
10:22:54.049 PM 10/6/2020,Start Shutdown Purge,7.03 
10:22:54.149 PM 10/6/2020,Start Shutdown Purge,7.13 
