#                             t                            ox                            oy                            oz
                   12.10000000             -8334317.06065894             18752128.45528451             14510393.46283440
                   12.11000000             -8740461.92221091             18566299.78904901             14510393.46283440
                   12.12000000             -9142466.23238826             18371675.85332047             14510393.46283440
                   12.13000000             -9540139.55280073             18168348.84578958             14510393.46283440
                   12.14000000             -9933293.49674427             17956415.08698583             14510393.46283440
                   12.15000000            -10321741.81844411             17735974.97464842             14510393.46283440
                   12.16000000            -10705300.50128345             17507132.93616551             14510393.46283440
                   12.17000000            -11083787.84497627             17269997.37910476             14510393.46283440
                   12.18000000            -11457024.55164281             17024680.63985816             14510393.46283440
                   12.19000000            -11824833.81074692             16771298.93042581             14510393.46283440
                   12.20000000            -12187041.38285520             16509972.28336373             14510393.46283440
                   12.21000000            -12543475.68217805             16240824.49492174             14510393.46283440
                   12.22000000            -12893967.85785371             15963983.06639842             14510393.46283440
                   12.23000000            -13238351.87393667             15679579.14374094             14510393.46283440
                   12.24000000            -13576464.58805259             15387747.45541825             14510393.46283440
                   12.25000000            -13908145.82868244             15088626.24859725             14510393.46283440
                   12.26000000            -14233238.47103938             14782357.22365203             14510393.46283440
                   12.27000000            -14551588.51150222             14469085.46703723             14510393.46283440
                   12.28000000            -14863045.14057037             14148959.38255733             14510393.46283440
                   12.29000000            -15167460.81430566             13822130.62106453             14510393.46283440
                   12.30000000            -15464691.32422722             13488754.00861833             14510393.46283440
                   12.31000000            -15754595.86562620             13148987.47314097             14510393.46283440
                   12.32000000            -16037037.10426809             12802991.96960346             14510393.46283440
                   12.33000000            -16311881.24145109             12450931.40377765             14510393.46283440
                   12.34000000            -16578998.07738941             12092972.55459041             14510393.46283440
                   12.35000000            -16838261.07289191             11729284.99511671             14510393.46283440
                   12.36000000            -17089547.40930646             11360041.01224912             14510393.46283440
                   12.37000000            -17332738.04670192             10985415.52508166             14510393.46283440
                   12.38000000            -17567717.78025998             10605586.00204670             14510393.46283440
                   12.39000000            -17794375.29485025             10220732.37684428             14510393.46283440
                   12.40000000            -18012603.21776271              9831036.96320345             14510393.46283440
                   12.41000000            -18222298.16957257              9436684.36851621             14510393.46283440
                   12.42000000            -18423360.81311339              9037861.40638492             14510393.46283440
                   12.43000000            -18615695.90053532              8634757.00812449             14510393.46283440
                   12.44000000            -18799212.31842609              8227562.13326142             14510393.46283440
                   12.45000000            -18973823.13097353              7816469.67907205             14510393.46283440
                   12.46000000            -19139445.62114892              7401674.38920279             14510393.46283440
                   12.47000000            -19296001.32989195              6983372.76141574             14510393.46283440
                   12.48000000            -19443416.09327849              6561762.95450333             14510393.46283440
                   12.49000000            -19581620.07765371              6137044.69441607             14510393.46283440
                   12.50000000            -19710547.81271383              5709419.17964794             14510393.46283440
                   12.51000000            -19830138.22252084              5279088.98592417             14510393.46283440
                   12.52000000            -19940334.65443557              4846257.97023662             14510393.46283440
                   12.53000000            -20041084.90595527              4411131.17427218             14510393.46283440
                   12.54000000            -20132341.24944314              3973914.72727997             14510393.46283440
                   12.55000000            -20214060.45473791              3534815.74842331             14510393.46283440
                   12.56000000            -20286203.80963300              3094042.24866277             14510393.46283440
                   12.57000000            -20348737.13821531              2651803.03221674             14510393.46283440
                   12.58000000            -20401630.81705511              2208307.59764624             14510393.46283440
                   12.59000000            -20444859.78923935              1763766.03861077             14510393.46283440
                   12.60000000            -20478403.57624166              1318388.94434229             14510393.46283440
                   12.61000000            -20502246.28762346               872387.29988437             14510393.46283440
                   12.62000000            -20516376.62856165               425972.38614393             14510393.46283440
                   12.63000000            -20520787.90519919               -20644.32019724             14510393.46283440
                   12.64000000            -20515478.02781618              -467251.24686374             14510393.46283440
                   12.65000000            -20500449.51181973              -913636.82621299             14510393.46283440
                   12.66000000            -20475709.47655242             -1359589.59545958             14510393.46283440
                   12.67000000            -20441269.64191968             -1804898.29684987             14510393.46283440
                   12.68000000            -20397146.32283782             -2249351.97773950             14510393.46283440
                   12.69000000            -20343360.42150527             -2692740.09052636             14510393.46283440
                   12.70000000            -20279937.41750079             -3134852.59239167             14510393.46283440
                   12.71000000            -20206907.35571316             -3575480.04480192             14510393.46283440
                   12.72000000            -20124304.83210832             -4014413.71272462             14510393.46283440
                   12.73000000            -20032168.97734042             -4451445.66351067             14510393.46283440
                   12.74000000            -19930543.43821482             -4886368.86539670             14510393.46283440
                   12.75000000            -19819476.35701158             -5318977.28558068             14510393.46283440
                   12.76000000            -19699020.34867942             -5749065.98782414             14510393.46283440
                   12.77000000            -19569232.47591084             -6176431.22953513             14510393.46283440
                   12.78000000            -19430174.22211025             -6600870.55828557             14510393.46283440
                   12.79000000            -19281911.46226788             -7022182.90771747             14510393.46283440
                   12.80000000            -19124514.43175342             -7440168.69279255             14510393.46283440
                   12.81000000            -18958057.69304385             -7854629.90434013             14510393.46283440
                   12.82000000            -18782620.10040163             -8265370.20285845             14510393.46283440
                   12.83000000            -18598284.76251961             -8672195.01152509             14510393.46283440
                   12.84000000            -18405139.00315065             -9074911.60837232             14510393.46283440
                   12.85000000            -18203274.31974037             -9473329.21758381             14510393.46283440
                   12.86000000            -17992786.34008278             -9867259.09986936             14510393.46283440
                   12.87000000            -17773774.77701931            -10256514.64187492             14510393.46283440
                   12.88000000            -17546343.38120256            -10640911.44458546             14510393.46283440
                   12.89000000            -17310599.89194732            -11020267.41067895             14510393.46283440
                   12.90000000            -17066655.98619208            -11394402.83078982             14510393.46283440
                   12.91000000            -16814627.22559518            -11763140.46864139             14510393.46283440
                   12.92000000            -16554633.00179064            -12126305.64500656             14510393.46283440
                   12.93000000            -16286796.47982972            -12483726.32045729             14510393.46283440
                   12.94000000            -16011244.53983490            -12835233.17686349             14510393.46283440
                   12.95000000            -15728107.71689390            -13180659.69760280             14510393.46283440
                   12.96000000            -15437520.13922235            -13519842.24644321             14510393.46283440
                   12.97000000            -15139619.46462425            -13852620.14506119             14510393.46283440
                   12.98000000            -14834546.81528039            -14178835.74915857             14510393.46283440
                   12.99000000            -14522446.71089565            -14498334.52314220             14510393.46283440
                   13.00000000            -14203467.00023679            -14810965.11333085             14510393.46283440
                   13.01000000            -13877758.79109321            -15116579.41965485             14510393.46283440
                   13.02000000            -13545476.37869379            -15415032.66581436             14510393.46283440
                   13.03000000            -13206777.17261388            -15706183.46786318             14510393.46283440
                   13.04000000            -12861821.62220679            -15989893.90118539             14510393.46283440
                   13.05000000            -12510773.14059542            -16266029.56583339             14510393.46283440
                   13.06000000            -12153798.02725982            -16534459.65019612             14510393.46283440
