#                             t                            ox                            oy                            oz
                    4.92000000              9811076.35806844            -18023483.11547148             14510393.46283440
                    4.93000000             10201013.28829484            -17805687.03557785             14510393.46283440
                    4.94000000             10586117.77145289            -17579456.00538369             14510393.46283440
                    4.95000000             10966207.37497652            -17344897.19556389             14510393.46283440
                    4.96000000             11341102.04195983            -17102121.72184792             14510393.46283440
                    4.97000000             11710624.17645397            -16851244.59238183             14510393.46283440
                    4.98000000             12074598.72759832            -16592384.65324636             14510393.46283440
                    4.99000000             12432853.27254600            -16325664.53215686             14510393.46283440
                    5.00000000             12785218.09814437            -16051210.58037188             14510393.46283440
                    5.01000000             13131526.28133196            -15769152.81283768             14510393.46283440
                    5.02000000             13471613.76821365            -15479624.84659733             14510393.46283440
                    5.03000000             13805319.45177659            -15182763.83749329             14510393.46283440
                    5.04000000             14132485.24821026            -14878710.41519368             14510393.46283440
                    5.05000000             14452956.17179423            -14567608.61657282             14510393.46283440
                    5.06000000             14766580.40831837            -14249605.81747783             14510393.46283440
                    5.07000000             15073209.38700061            -13924852.66291334             14510393.46283440
                    5.08000000             15372697.85086825            -13593502.99567764             14510393.46283440
                    5.09000000             15664903.92556939            -13255713.78348390             14510393.46283440
                    5.10000000             15949689.18658199            -12911645.04460110             14510393.46283440
                    5.11000000             16226918.72478864            -12561459.77204977             14510393.46283440
                    5.12000000             16496461.21038601            -12205323.85638860             14510393.46283440
                    5.13000000             16758188.95509871            -11843406.00712838             14510393.46283440
                    5.14000000             17011977.97266806            -11475877.67281057             14510393.46283440
                    5.15000000             17257708.03758713            -11102912.95978826             14510393.46283440
                    5.16000000             17495262.74205427            -10724688.54974816             14510393.46283440
                    5.17000000             17724529.55111806            -10341383.61601254             14510393.46283440
                    5.18000000             17945399.85598759             -9953179.73866083             14510393.46283440
                    5.19000000             18157769.02548294             -9560260.81851111             14510393.46283440
                    5.20000000             18361536.45560120             -9162812.99000217             14510393.46283440
                    5.21000000             18556605.61717492             -8761024.53301752             14510393.46283440
                    5.22000000             18742884.10160005             -8355085.78369300             14510393.46283440
                    5.23000000             18920283.66461201             -7945189.04425030             14510393.46283440
                    5.24000000             19088720.26808892             -7531528.49189915             14510393.46283440
                    5.25000000             19248114.11986234             -7114300.08685123             14510393.46283440
                    5.26000000             19398389.71151663             -6693701.47948946             14510393.46283440
                    5.27000000             19539475.85415892             -6269931.91673662             14510393.46283440
                    5.28000000             19671305.71214288             -5843192.14766764             14510393.46283440
                    5.29000000             19793816.83473031             -5413684.32841031             14510393.46283440
                    5.30000000             19906951.18567535             -4981611.92637939             14510393.46283440
                    5.31000000             20010655.17071762             -4547179.62388959             14510393.46283440
                    5.32000000             20104879.66297100             -4110593.22119302             14510393.46283440
                    5.33000000             20189580.02619608             -3672059.53898699             14510393.46283440
                    5.34000000             20264716.13594541             -3231786.32043845             14510393.46283440
                    5.35000000             20330252.39857129             -2789982.13277146             14510393.46283440
                    5.36000000             20386157.76808730             -2346856.26846422             14510393.46283440
                    5.37000000             20432405.76087546             -1902618.64610257             14510393.46283440
                    5.38000000             20468974.46823215             -1457479.71093690             14510393.46283440
                    5.39000000             20495846.56674667             -1011650.33518951             14510393.46283440
                    5.40000000             20513009.32650782              -565341.71815981             14510393.46283440
                    5.41000000             20520454.61713426              -118765.28617445             14510393.46283440
                    5.42000000             20518178.91162611               327867.40757001             14510393.46283440
                    5.43000000             20506183.28803574               774344.78322456             14510393.46283440
                    5.44000000             20484473.42895707              1220455.33451783             14510393.46283440
                    5.45000000             20453059.61883364              1665987.72895132             14510393.46283440
                    5.46000000             20411956.73908657              2110730.90791229             14510393.46283440
                    5.47000000             20361184.26106496              2554474.18665696             14510393.46283440
                    5.48000000             20300766.23682185              2997007.35411651             14510393.46283440
                    5.49000000             20230731.28772023              3438120.77247880             14510393.46283440
                    5.50000000             20151112.59087448              3877605.47649843             14510393.46283440
                    5.51000000             20061947.86343361              4315253.27248824             14510393.46283440
                    5.52000000             19963279.34471381              4750856.83694529             14510393.46283440
                    5.53000000             19855153.77618877              5184209.81476463             14510393.46283440
                    5.54000000             19737622.37934717              5615106.91699429             14510393.46283440
                    5.55000000             19610740.83142794              6043344.01808525             14510393.46283440
                    5.56000000             19474569.23904470              6468718.25259021             14510393.46283440
                    5.57000000             19329172.10971195              6891028.11126553             14510393.46283440
                    5.58000000             19174618.32128638              7310073.53653060             14510393.46283440
                    5.59000000             19010981.08933793              7725656.01723958             14510393.46283440
                    5.60000000             18838337.93246593              8137578.68272057             14510393.46283440
                    5.61000000             18656770.63557680              8545646.39603758             14510393.46283440
                    5.62000000             18466365.21114078              8949665.84643129             14510393.46283440
                    5.63000000             18267211.85844582              9349445.64089465             14510393.46283440
                    5.64000000             18059404.92086823              9744796.39483997             14510393.46283440
                    5.65000000             17843042.84118010             10135530.82181468             14510393.46283440
                    5.66000000             17618228.11491480             10521463.82222301             14510393.46283440
                    5.67000000             17385067.24181251             10902412.57101188             14510393.46283440
                    5.68000000             17143670.67536895             11278196.60427912             14510393.46283440
                    5.69000000             16894152.77051112             11648637.90476329             14510393.46283440
                    5.70000000             16636631.72942480             12013560.98617437             14510393.46283440
                    5.71000000             16371229.54555953             12372792.97632558             14510393.46283440
                    5.72000000             16098071.94583765             12726163.69902674             14510393.46283440
                    5.73000000             15817288.33109461             13073505.75470052             14510393.46283440
                    5.74000000             15529011.71477892             13414654.59968339             14510393.46283440
                    5.75000000             15233378.65994074             13749448.62417355             14510393.46283440
                    5.76000000             14930529.21453891             14077729.22878915             14510393.46283440
                    5.77000000             14620606.84509711             14399340.89970030             14510393.46283440
                    5.78000000             14303758.36874058             14714131.28229948             14510393.46283440
                    5.79000000             13980133.88364560             15021951.25337527             14510393.46283440
                    5.80000000             13649886.69793459             15322654.99175535             14510393.46283440
                    5.81000000             13313173.25705069             15616100.04738524             14510393.46283440
                    5.82000000             12970153.06964605             15902147.40881005             14510393.46283440
                    5.83000000             12620988.63201904             16180661.56902732             14510393.46283440
                    5.84000000             12265845.35113611             16451510.58967966             14510393.46283440
                    5.85000000             11904891.46627488             16714566.16355696             14510393.46283440
                    5.86000000             11538297.96932540             16969703.67537829             14510393.46283440
                    5.87000000             11166238.52378749             17216802.26082499             14510393.46283440
                    5.88000000             10788889.38250250             17455744.86379677             14510393.46283440
                    5.89000000             10406429.30415842             17686418.29186378             14510393.46283440
                    5.90000000             10019039.46860786             17908713.26988839             14510393.46283440
                    5.91000000              9626903.39103918             18122524.49179129             14510393.46283440
                    5.92000000              9230206.83504123             18327750.67043726             14510393.46283440
                    5.93000000              8829137.72460299             18524294.58561717             14510393.46283440
                    5.94000000              8423886.05508983             18712063.13010339             14510393.46283440
                    5.95000000              8014643.80323845             18890967.35375670             14510393.46283440
                    5.96000000              7601604.83621323             19060922.50566398             14510393.46283440
                    5.97000000              7184964.81976705             19221848.07428661             14510393.46283440
                    5.98000000              6764921.12555005             19373667.82560058             14510393.46283440
                    5.99000000              6341672.73761030             19516309.83921020             14510393.46283440
                    6.00000000              5915420.15813063             19649706.54241845             14510393.46283440
                    6.01000000              5486365.31244625             19773794.74223765             14510393.46283440
                    6.02000000              5054711.45338828             19888515.65532537             14510393.46283440
                    6.03000000              4620663.06499831             19993814.93583142             14510393.46283440
                    6.04000000              4184425.76565977             20089642.70114270             14510393.46283440
                    6.05000000              3746206.21069196             20175953.55551367             14510393.46283440
                    6.06000000              3306211.99445276             20252706.61157137             14510393.46283440
                    6.07000000              2864651.55199663             20319865.50968464             14510393.46283440
                    6.08000000              2421734.06033422             20377398.43518852             14510393.46283440
                    6.09000000              1977669.33934063             20425278.13345553             14510393.46283440
                    6.10000000              1532667.75235900             20463481.92280682             14510393.46283440
                    6.11000000              1086940.10654677             20491991.70525698             14510393.46283440
                    6.12000000               640697.55301160             20510793.97508746             14510393.46283440
                    6.13000000               194151.48678438             20519879.82524451             14510393.46283440
                    6.14000000              -252486.55332325             20519244.95155868             14510393.46283440
                    6.15000000              -699004.98492960             20508889.65478378             14510393.46283440
                    6.16000000             -1145192.28231418             20488818.84045442             14510393.46283440
                    6.17000000             -1590837.07662214             20459042.01656213             14510393.46283440
                    6.18000000             -2035728.25599444             20419573.28905122             14510393.46283440
                    6.19000000             -2479655.06557619             20370431.35513651             14510393.46283440
                    6.20000000             -2922407.20735595             20311639.49444600             14510393.46283440
                    6.21000000             -3363774.93978856             20243225.55799281             14510393.46283440
                    6.22000000             -3803549.17715438             20165221.95498154             14510393.46283440
                    6.23000000             -4241521.58860786             20077665.63745529             14510393.46283440
                    6.24000000             -4677484.69686849             19980598.08279068             14510393.46283440
                    6.25000000             -5111231.97650742             19874065.27404909             14510393.46283440
                    6.26000000             -5542557.95178313             19758117.67819343             14510393.46283440
                    6.27000000             -5971258.29397988             19632810.22218084             14510393.46283440
                    6.28000000             -6397129.91820277             19498202.26694260             14510393.46283440
                    6.29000000             -6819971.07958355             19354357.57926345             14510393.46283440
                    6.30000000             -7239581.46885172             19201344.30157393             14510393.46283440
                    6.31000000             -7655762.30722540             19039234.91966974             14510393.46283440
                    6.32000000             -8068316.44057734             18868106.22837365             14510393.46283440
                    6.33000000             -8477048.43283117             18688039.29515603             14510393.46283440
                    6.34000000             -8881764.65854386             18499119.42173143             14510393.46283440
                    6.35000000             -9282273.39463037             18301436.10364922             14510393.46283440
                    6.36000000             -9678384.91118713             18095082.98789761             14510393.46283440
                    6.37000000            -10069911.56137140             17880157.82854092             14510393.46283440
                    6.38000000            -10456667.87029364             17656762.44041136             14510393.46283440
                    6.39000000            -10838470.62288120             17425002.65087705             14510393.46283440
                    6.40000000            -11215138.95067129             17184988.24970924             14510393.46283440
                    6.41000000            -11586494.41749247             16936832.93707247             14510393.46283440
                    6.42000000            -11952361.10399380             16680654.26966225             14510393.46283440
                    6.43000000            -12312565.69098174             16416573.60501585             14510393.46283440
                    6.44000000            -12666937.54152535             16144716.04402250             14510393.46283440
                    6.45000000            -13015308.78179075             15865210.37166039             14510393.46283440
                    6.46000000            -13357514.38056676             15578188.99598828             14510393.46283440
                    6.47000000            -13693392.22744379             15283787.88542089             14510393.46283440
                    6.48000000            -14022783.20960920             14982146.50431763             14510393.46283440
                    6.49000000            -14345531.28722253             14673407.74691524             14510393.46283440
                    6.50000000            -14661483.56733512             14357717.86963560             14510393.46283440
                    6.51000000            -14970490.37631882             14035226.42180078             14510393.46283440
                    6.52000000            -15272405.33076979             13706086.17478826             14510393.46283440
                    6.53000000            -15567085.40685352             13370453.04965968             14510393.46283440
                    6.54000000            -15854391.00805845             13028486.04329755             14510393.46283440
                    6.55000000            -16134186.03132593             12680347.15308495             14510393.46283440
                    6.56000000            -16406337.93152522             12326201.30016369             14510393.46283440
                    6.57000000            -16670717.78424317             11966216.25130755             14510393.46283440
                    6.58000000            -16927200.34685849             11600562.53944741             14510393.46283440
                    6.59000000            -17175664.11787201             11229413.38288597             14510393.46283440
                    6.60000000            -17415991.39446466             10852944.60324044             14510393.46283440
                    6.61000000            -17648068.32825587             10471334.54215188             14510393.46283440
                    6.62000000            -17871784.97923611             10084763.97680083             14510393.46283440
                    6.63000000            -18087035.36784793              9693416.03426911             14510393.46283440
                    6.64000000            -18293717.52519082              9297476.10478845             14510393.46283440
                    6.65000000            -18491733.54132612              8897131.75391703             14510393.46283440
                    6.66000000            -18680989.61165921              8492572.63368545             14510393.46283440
                    6.67000000            -18861396.08137676              8083990.39275442             14510393.46283440
                    6.68000000            -19032867.48791827              7671578.58562646             14510393.46283440
                    6.69000000            -19195322.60146153              7255532.58095482             14510393.46283440
                    6.70000000            -19348684.46340305              6836049.46899307             14510393.46283440
                    6.71000000            -19492880.42281503              6413327.96822897             14510393.46283440
                    6.72000000            -19627842.17086172              5987568.33124715             14510393.46283440
                    6.73000000            -19753505.77315886              5558972.24986503             14510393.46283440
                    6.74000000            -19869811.70006079              5127742.75958684             14510393.46283440
                    6.75000000            -19976704.85486101              4694084.14342123             14510393.46283440
                    6.76000000            -20074134.59989268              4258201.83510786             14510393.46283440
                    6.77000000            -20162054.78051680              3820302.32179887             14510393.46283440
                    6.78000000            -20240423.74698676              3380593.04624130             14510393.46283440
                    6.79000000            -20309204.37417865              2939282.30850685             14510393.46283440
                    6.80000000            -20368364.07917836              2496579.16731550             14510393.46283440
                    6.81000000            -20417874.83671673              2052693.34099974             14510393.46283440
                    6.82000000            -20457713.19244586              1607835.10815633             14510393.46283440
                    6.83000000            -20487860.27404983              1162215.20803267             14510393.46283440
                    6.84000000            -20508301.80018504               716044.74069487             14510393.46283440
                    6.85000000            -20519028.08724555               269535.06702501             14510393.46283440
                    6.86000000            -20520034.05395043              -177102.29140525             14510393.46283440
                    6.87000000            -20511319.22375086              -623655.75253715             14510393.46283440
                    6.88000000            -20492887.72505593             -1069913.77405591             14510393.46283440
                    6.89000000            -20464748.28927686             -1515664.95360312             14510393.46283440
                    6.90000000            -20426914.24669077             -1960698.12892266             14510393.46283440
                    6.91000000            -20379403.52012582             -2404802.47789301             14510393.46283440
                    6.92000000            -20322238.61647080             -2847767.61839835             14510393.46283440
                    6.93000000            -20255446.61601306             -3289383.70799130             14510393.46283440
                    6.94000000            -20179059.15961001             -3729441.54329990             14510393.46283440
                    6.95000000            -20093112.43370013             -4167732.65913195             14510393.46283440
                    6.96000000            -19997647.15316067             -4604049.42722957             14510393.46283440
                    6.97000000            -19892708.54202008             -5038185.15462737             14510393.46283440
                    6.98000000            -19778346.31203438             -5469934.18156749             14510393.46283440
                    6.99000000            -19654614.63913763             -5899091.97892519             14510393.46283440
                    7.00000000            -19521572.13777753             -6325455.24509889             14510393.46283440
                    7.01000000            -19379281.83314850             -6748822.00231860             14510393.46283440
                    7.02000000            -19227811.13133522             -7168991.69232736             14510393.46283440
                    7.03000000            -19067231.78738087             -7585765.27139009             14510393.46283440
                    7.04000000            -18897619.87129517             -7998945.30458508             14510393.46283440
                    7.05000000            -18719055.73201831             -8408336.05933327             14510393.46283440
                    7.06000000            -18531623.95935791             -8813743.59812117             14510393.46283440
                    7.07000000            -18335413.34391688             -9214975.87037335             14510393.46283440
                    7.08000000            -18130516.83503140             -9611842.80343106             14510393.46283440
                    7.09000000            -17917031.49673870            -10004156.39259393             14510393.46283440
                    7.10000000            -17695058.46179570            -10391730.79018193             14510393.46283440
                    7.11000000            -17464702.88377015            -10774382.39357558             14510393.46283440
                    7.12000000            -17226073.88722707            -11151929.93219258             14510393.46283440
                    7.13000000            -16979284.51603397            -11524194.55335975             14510393.46283440
                    7.14000000            -16724451.67980949            -11890999.90703949             14510393.46283440
                    7.15000000            -16461696.09854072            -12252172.22937073             14510393.46283440
                    7.16000000            -16191142.24539540            -12607540.42498475             14510393.46283440
                    7.17000000            -15912918.28775628            -12956936.14805684             14510393.46283440
                    7.18000000            -15627156.02650533            -13300193.88205550             14510393.46283440
                    7.19000000            -15333990.83358674            -13637151.01815127             14510393.46283440
                    7.20000000            -15033561.58787824            -13967647.93224818             14510393.46283440
                    7.21000000            -14726010.60940102            -14291528.06060121             14510393.46283440
                    7.22000000            -14411483.59189965            -14608637.97398403             14510393.46283440
                    7.23000000            -14090129.53382366            -14918827.45037189             14510393.46283440
                    7.24000000            -13762100.66774366            -15221949.54610503             14510393.46283440
                    7.25000000            -13427552.38823540            -15517860.66549928             14510393.46283440
                    7.26000000            -13086643.17826590            -15806420.62887043             14510393.46283440
                    7.27000000            -12739534.53411651            -16087492.73894056             14510393.46283440
                    7.28000000            -12386390.88887857            -16360943.84559450             14510393.46283440
                    7.29000000            -12027379.53455777            -16626644.40895606             14510393.46283440
                    7.30000000            -11662670.54282419            -16884468.56075393             14510393.46283440
                    7.31000000            -11292436.68444560            -17134294.16394829             14510393.46283440
                    7.32000000            -10916853.34744208            -17376002.87058983             14510393.46283440
                    7.33000000            -10536098.45400080            -17609480.17788383             14510393.46283440
                    7.34000000            -10150352.37619036            -17834615.48243266             14510393.46283440
                    7.35000000             -9759797.85051445            -18051302.13263108             14510393.46283440
                    7.36000000             -9364619.89134561            -18259437.47918950             14510393.46283440
                    7.37000000             -8965005.70327969            -18458922.92376121             14510393.46283440
                    7.38000000             -8561144.59245295            -18649663.96565060             14510393.46283440
                    7.39000000             -8153227.87686348            -18831570.24658027             14510393.46283440
                    7.40000000             -7741448.79573963            -19004555.59349575             14510393.46283440
                    7.41000000             -7326002.41799829            -19168538.05938759             14510393.46283440
                    7.42000000             -6907085.54983636            -19323439.96211149             14510393.46283440
                    7.43000000             -6484896.64149934            -19469187.92118804             14510393.46283440
                    7.44000000             -6059635.69327097            -19605712.89256472             14510393.46283440
                    7.45000000             -5631504.16072869            -19732950.20132356             14510393.46283440
                    7.46000000             -5200704.85930961            -19850839.57231914             14510393.46283440
                    7.47000000             -4767441.86823235            -19959325.15873224             14510393.46283440
                    7.48000000             -4331920.43382016            -20058355.56852570             14510393.46283440
                    7.49000000             -3894346.87227117            -20147883.88879002             14510393.46283440
                    7.50000000             -3454928.47192181            -20227867.70796702             14510393.46283440
                    7.51000000             -3013873.39504973            -20298269.13594114             14510393.46283440
                    7.52000000             -2571390.57926267            -20359054.82198883             14510393.46283440
                    7.53000000             -2127689.63852007            -20410195.97057755             14510393.46283440
                    7.54000000             -1682980.76383429            -20451668.35500683             14510393.46283440
                    7.55000000             -1237474.62369842            -20483452.32888500             14510393.46283440
                    7.56000000              -791382.26428795            -20505532.83543617             14510393.46283440
                    7.57000000              -344915.00948348            -20517899.41463286             14510393.46283440
                    7.58000000               101715.63923807            -20520546.20815126             14510393.46283440
                    7.59000000               548298.10299649            -20513471.96214637             14510393.46283440
                    7.60000000               994620.82573782            -20496680.02784602             14510393.46283440
                    7.61000000              1440472.37445321            -20470178.35996327             14510393.46283440
                    7.62000000              1885641.53933946            -20433979.51292814             14510393.46283440
                    7.63000000              2329917.43385374            -20388100.63494027             14510393.46283440
                    7.64000000              2773089.59461532            -20332563.45984544             14510393.46283440
                    7.65000000              3214948.08110669            -20267394.29683975             14510393.46283440
                    7.66000000              3655283.57512709            -20192624.01800639             14510393.46283440
                    7.67000000              4093887.47995121            -20108288.04369082             14510393.46283440
                    7.68000000              4530552.01914606            -20014426.32572141             14510393.46283440
                    7.69000000              4965070.33499935            -19911083.32848332             14510393.46283440
                    7.70000000              5397236.58651253            -19798308.00785476             14510393.46283440
                    7.71000000              5826846.04691232            -19676153.78801547             14510393.46283440
                    7.72000000              6253695.20063427            -19544678.53613856             14510393.46283440
                    7.73000000              6677581.83973267            -19403944.53497747             14510393.46283440
                    7.74000000              7098305.15967093            -19254018.45336129             14510393.46283440
                    7.75000000              7515665.85444716            -19094971.31461221             14510393.46283440
                    7.76000000              7929466.21100985            -18926878.46290026             14510393.46283440
                    7.77000000              8339510.20291896            -18749819.52755101             14510393.46283440
                    7.78000000              8745603.58320802            -18563878.38532347             14510393.46283440
                    7.79000000              9147553.97640320            -18369143.12067574             14510393.46283440
                    7.80000000              9545170.96965590            -18165705.98403749             14510393.46283440
                    7.81000000              9938266.20294552            -17953663.34810883             14510393.46283440
                    7.82000000             10326653.45830981            -17733115.66220645             14510393.46283440
                    7.83000000             10710148.74806046            -17504167.40467854             14510393.46283440
                    7.84000000             11088570.40194218            -17266927.03341106             14510393.46283440
                    7.85000000             11461739.15319392            -17021506.93444883             14510393.46283440
                    7.86000000             11829478.22347154            -16768023.36875576             14510393.46283440
                    7.87000000             12191613.40659162            -16506596.41713942             14510393.46283440
                    7.88000000             12547973.15105686            -16237349.92336615             14510393.46283440
                    7.89000000             12898388.64132380            -15960411.43549345             14510393.46283440
                    7.90000000             13242693.87777450            -15675912.14544765             14510393.46283440
                    7.91000000             13580725.75535428            -15383986.82687535             14510393.46283440
                    7.92000000             13912324.14083820            -15084773.77129820             14510393.46283440
                    7.93000000             14237331.94868973            -14778414.72260109             14510393.46283440
                    7.94000000             14555595.21547567            -14465054.80988489             14510393.46283440
                    7.95000000             14866963.17280206            -14144842.47871561             14510393.46283440
                    7.96000000             15171288.31873652            -13817929.42080243             14510393.46283440
                    7.97000000             15468426.48768318            -13484470.50213793             14510393.46283440
                    7.98000000             15758236.91867719            -13144623.68963463             14510393.46283440
                    7.99000000             16040582.32206625            -12798549.97629257             14510393.46283440
                    8.00000000             16315328.94454782            -12446413.30493333             14510393.46283440
                    8.01000000             16582346.63253101            -12088380.49053664             14510393.46283440
                    8.02000000             16841508.89379327            -11724621.14121646             14510393.46283440
                    8.03000000             17092692.95740252            -11355307.57787380             14510393.46283440
                    8.04000000             17335779.83187653            -10980614.75256448             14510393.46283440
                    8.05000000             17570654.36155180            -10600720.16562049             14510393.46283440
                    8.06000000             17797205.28113535            -10215803.78156406             14510393.46283440
                    8.07000000             18015325.26841359             -9826047.94385451             14510393.46283440
                    8.08000000             18224910.99509325             -9431637.28850808             14510393.46283440
                    8.09000000             18425863.17575026             -9032758.65663175             14510393.46283440
                    8.10000000             18618086.61486349             -8629601.00591241             14510393.46283440
                    8.11000000             18801490.25191097             -8222355.32110346             14510393.46283440
                    8.12000000             18975987.20450731             -7811214.52355102             14510393.46283440
                    8.13000000             19141494.80956181             -7396373.37980285             14510393.46283440
                    8.14000000             19297934.66243778             -6978028.40934304             14510393.46283440
                    8.15000000             19445232.65409460             -6556377.79149641             14510393.46283440
                    8.16000000             19583319.00619480             -6131621.27154652             14510393.46283440
                    8.17000000             19712128.30415963             -5703960.06611190             14510393.46283440
                    8.18000000             19831599.52815738             -5273596.76782524             14510393.46283440
                    8.19000000             19941676.08200983             -4840735.24936077             14510393.46283440
                    8.20000000             20042305.82000316             -4405580.56685523             14510393.46283440
                    8.21000000             20133441.07159049             -3968338.86276820             14510393.46283440
                    8.22000000             20215038.66397449             -3529217.26822786             14510393.46283440
                    8.23000000             20287059.94255932             -3088423.80490833             14510393.46283440
                    8.24000000             20349470.78926215             -2646167.28648518             14510393.46283440
                    8.25000000             20402241.63867564             -2202657.21971577             14510393.46283440
                    8.26000000             20445347.49207377             -1758103.70519119             14510393.46283440
                    8.27000000             20478767.92925427             -1312717.33780697             14510393.46283440
                    8.28000000             20502487.11821213              -866709.10699959             14510393.46283440
                    8.29000000             20516493.82263958              -420290.29679606             14510393.46283440
                    8.30000000             20520781.40724893                26327.61427601             14510393.46283440
                    8.31000000             20515347.84091595               472933.05337048             14510393.46283440
                    8.32000000             20500195.69764197               919314.45354949             14510393.46283440
                    8.33000000             20475332.15533455              1365260.35400739             14510393.46283440
                    8.34000000             20440768.99240717              1810559.50024443             14510393.46283440
                    8.35000000             20396522.58219948              2255000.94414274             14510393.46283440
                    8.36000000             20342613.88522093              2698374.14389716             14510393.46283440
                    8.37000000             20279068.43922130              3140469.06375352             14510393.46283440
                    8.38000000             20205916.34709289              3581076.27350733             14510393.46283440
                    8.39000000             20123192.26261009              4019987.04771548             14510393.46283440
                    8.40000000             20030935.37401318              4456993.46457412             14510393.46283440
                    8.41000000             19929189.38544393              4891888.50441590             14510393.46283440
                    8.42000000             19818002.49624197              5324466.14777974             14510393.46283440
                    8.43000000             19697427.37811175              5754521.47300688             14510393.46283440
                    8.44000000             19567521.15017072              6181850.75331677             14510393.46283440
                    8.45000000             19428345.35189078              6606251.55331705             14510393.46283440
                    8.46000000             19279965.91394560              7027522.82490167             14510393.46283440
                    8.47000000             19122453.12697786              7445465.00249183             14510393.46283440
                    8.48000000             18955881.60830099              7859880.09757469             14510393.46283440
                    8.49000000             18780330.26655124              8270571.79249489             14510393.46283440
                    8.50000000             18595882.26430696              8677345.53345461             14510393.46283440
                    8.51000000             18402624.97869262              9080008.62267803             14510393.46283440
                    8.52000000             18200649.95998631              9478370.30969658             14510393.46283440
                    8.53000000             17990052.88825033              9872241.88171164             14510393.46283440
                    8.54000000             17770933.52800544             10261436.75299204             14510393.46283440
                    8.55000000             17543395.68097017             10645770.55326382             14510393.46283440
                    8.56000000             17307547.13688764             11025061.21505059             14510393.46283440
                    8.57000000             17063499.62246313             11399129.05992291             14510393.46283440
                    8.58000000             16811368.74843671             11767796.88361599             14510393.46283440
                    8.59000000             16551273.95481582             12130890.03997524             14510393.46283440
                    8.60000000             16283338.45429387             12488236.52369010             14510393.46283440
                    8.61000000             16007689.17388169             12839667.05177677             14510393.46283440
                    8.62000000             15724456.69477934             13185015.14377130             14510393.46283440
                    8.63000000             15433775.19051688             13524117.20059514             14510393.46283440
